date,satFinal,snd,tempD,rh,sw,lwin,ws,Pa,tempS,sdn,emi,z,albedo
2000/1/15 15:00,-36.25746922,0.0,-39.54224941,0.714648558,0.076850159,147.3889848,5.453200774,100468.0856,,0,0.92,0.001,0.17
2000/1/15 18:00,-36.92523629,0.0,-40.16555549,0.716387781,0.0,146.4542219,5.521006809,100484.0721,,0,0.92,0.001,0.17
2000/1/15 21:00,-37.19915233,0.0,-40.37171265,0.720842857,0.0,145.9705759,5.677965068,100531.7513,,0,0.92,0.001,0.17
2000/1/16 00:00,-37.07811007,0.0,-40.12846658,0.730403798,0.0,145.4233907,5.981396177,100593.7342,,0,0.92,0.001,0.17
2000/1/16 03:00,-36.87763829,0.0,-40.13812586,0.714990841,0.088672113,145.5134778,5.954569892,100737.7532,,0,0.92,0.001,0.17
2000/1/16 06:00,-36.67638949,0.0,-39.83498676,0.723111307,0.0,148.1347527,6.308281556,100772.6712,,0,0.92,0.001,0.17
2000/1/16 09:00,-36.48446496,0.0,-39.37146904,0.744265416,0.0,152.1607144,6.093198209,100868.1697,,0,0.92,0.001,0.17
2000/1/16 12:00,-36.34304689,0.0,-39.32878781,0.736988337,0.0,155.10487,5.849414723,100928.0491,,0,0.92,0.001,0.17
2000/1/16 15:00,-37.29956145,0.0,-40.53956189,0.715526062,0.088672113,151.6345828,5.760978418,101101.9378,,0,0.92,0.001,0.17
2000/1/16 18:00,-37.56530311,0.0,-40.75455229,0.718723406,0.0,153.3931516,5.511113915,101129.2832,,0,0.92,0.001,0.17
2000/1/16 21:00,-38.07036767,0.0,-41.22003714,0.72054043,0.0,153.5574766,5.223392763,101166.4448,,0,0.92,0.001,0.17
2000/1/17 00:00,-38.6309935,0.0,-41.78994067,0.718511815,0.0,150.4880763,5.072308055,101222.8184,,0,0.92,0.001,0.17
2000/1/17 03:00,-38.55694797,0.0,-41.82265505,0.710578184,0.10418247,148.7030219,4.975381636,101274.4241,,0,0.92,0.001,0.17
2000/1/17 06:00,-38.93633591,0.0,-42.1939703,0.710270363,0.0,148.5828422,4.683546242,101291.813,,0,0.92,0.001,0.17
2000/1/17 09:00,-39.39587623,0.0,-42.64007457,0.710175358,0.0,148.358697,4.406272907,101328.4137,,0,0.92,0.001,0.17
2000/1/17 12:00,-39.86076005,0.0,-43.08216298,0.710785122,0.0,147.4340982,4.211922858,101359.9661,,0,0.92,0.001,0.17
2000/1/17 15:00,-39.74625664,0.0,-43.01170463,0.707701607,0.10418247,146.6296789,3.965788032,101449.8553,,0,0.92,0.001,0.17
2000/1/17 18:00,-40.15770554,0.0,-43.40369503,0.708177877,0.0,146.2293178,3.826827204,101444.6667,,0,0.92,0.001,0.17
2000/1/17 21:00,-40.33175071,0.0,-43.57140634,0.708235754,0.0,145.7249911,3.751259602,101509.7347,,0,0.92,0.001,0.17
2000/1/18 00:00,-40.72319338,0.0,-43.99201006,0.705034427,0.0,143.937223,3.649728622,101571.4371,,0,0.92,0.001,0.17
