date,QE,QH,RTS0,Lstar,RA
2000-01-01,-2.54374984576165,-41.8454993398021,-29.35474517793827,-0.461052448146275,272.383126705364
2000-01-02,1.07689426785060,-68.2702701990461,-23.62815700669225,-2.05242528654087,93.1823293793150
2000-01-03,-1.24494648180569,-57.7372390795933,-25.560678185633094,-0.928570227466402,155.762335269922
2000-01-04,0.653765333925662,-62.9895901683449,-24.76238196051699,-0.774965885630382,146.288675798428
2000-01-05,3.22275267752523,-72.0813737797948,-22.123817421176085,-2.27501398553123,95.3544546826415
2000-01-06,3.56193226336560,-68.5296300367581,-22.64336072777303,-2.04308259074444,114.340986087331
2000-01-07,3.42550400599421,-61.9448806262976,-23.22177285007416,-1.49425603130075,129.778022399470
2000-01-08,-0.200369186139051,-36.0185766986999,-20.30520839220219,-0.895222675075194,177.703047927995
2000-01-09,0.779250090180120,-41.4342794597183,-14.486309414511652,-8.18502099857010,76.0164302368861
2000-01-10,-4.10915730910285,-53.5568676652977,-17.78475412281611,-3.61894885116339,113.719698734768
2000-01-11,3.49909708700775,-55.1339350496532,-14.814803453068293,-5.88208852325225,90.3583171870731
2000-01-12,28.1341389937652,6.75135041210933,-7.611990312237367,59.4936465434863,73.1685140732499
2000-01-13,19.2973783214408,8.98684711958094,-5.878997829729656,6.88104941018732,173.682168435538
2000-01-14,21.2140504578952,4.08709359808927,-6.827788677146202,24.8276727565094,157.355100486014
2000-01-15,30.3976920613685,-8.17588559534306,-7.969337061510942,-71.7003604281703,96.4534901637638
2000-01-16,28.2374902186775,-3.40639093551158,-10.061659787340773,-190.314908334763,97.5781686190812
2000-01-17,33.7561489222211,-4.07541901555396,-9.468781720872016,-309.927980001073,79.2516447607582
2000-01-18,25.1842924945369,6.28392185790813,-8.122400690520465,12.4250467849359,144.503612171445
2000-01-19,32.3798568515961,16.9346621084778,-5.525710708081135,10.1401528761320,132.763310670946
2000-01-20,0.281673187106916,-66.8892124142992,-20.685761776740577,-7.15230087581866,107.725829923987
2000-01-21,20.4992423254359,14.9675417778258,-11.390696140560863,6.89103957654202,123.016543525996
2000-01-22,16.5727859212057,15.0218365050957,-8.57814565233241,2.90901334490021,224.676321876851
2000-01-23,15.1714318761900,16.9354436465190,-6.74189841505256,1.42250003137723,310.074430806251
2000-01-24,10.5372385401613,10.2581630797692,-6.225491794531138,0.787603230849379,509.632364922422
2000-01-25,8.82576890915627,7.59189802184059,-4.6337781048209195,0.397196419648125,805.565242122863
2000-01-26,10.4901688138333,9.06379981505495,-0.7231761553961178,0.377847487414023,908.493344609128
2000-01-27,10.9083949586408,8.49900907244469,-1.6728212070171935,0.655864812393313,777.988460210355
2000-01-28,14.1895400630163,12.4423263468019,-2.8545886820672877,0.959002857871778,530.406397257444
2000-01-29,11.8827088972186,12.5868932342580,-7.00973085222796,1.29825615566394,439.804957821055
2000-01-30,11.5163069135670,13.2502500269545,-7.101981894130347,0.682307386130957,502.774462651716
2000-01-31,13.9274557468835,12.2101718589819,1.550599829960504,0.234910184814514,845.982714541436
2000-02-01,13.8993115770754,9.34328304239438,3.3864955521585784,0.469641808396644,938.979541768981
2000-02-02,-2.28733918042142,-16.5531704381812,-25.66541448579642,-0.478733660213483,703.555895339990
2000-02-03,6.34137406533276,-77.5926271240310,-18.678524529164235,-5.70264458536020,63.7619213222802
2000-02-04,-1.28745544841560,-40.2940685901831,-21.17836922467663,-1.24251865596394,174.468797239142
2000-02-05,0.497641994761047,-45.7677457526215,-19.56242406778074,-1.83868431673256,126.301262664058
2000-02-06,3.97079484277392,-43.5736281625761,-15.638794291339138,-2.57723760300079,120.198676644692
2000-02-07,1.30194179529940,-39.1599032441122,-17.290394095515495,-2.87400351095736,124.266687831154
2000-02-08,0.428010016053850,-51.7574647724232,-22.76520892737412,-2.59668031951739,118.312398480498
2000-02-09,6.97677663660869,-67.1756036381430,-21.53468478239691,-5.83907194248366,82.1113068140589
2000-02-10,3.62826582773672,-54.3033666647743,-24.081366331426864,-2.16509074469862,131.645095850776
2000-02-11,9.09482658748186,-64.4678061669579,-17.547775420088385,-3.93962231516317,93.2096689169584
2000-02-12,8.64955186511959,-79.3381366950894,-14.954837723068295,-8.26625433422696,71.9049330900449
2000-02-13,12.5425770030285,-92.1604946631819,-15.743899661559226,-6.81061268558531,77.2985782960870
2000-02-14,8.53727500778468,-73.5933843448888,-19.093204181445202,-3.64361501522397,101.315850330218
2000-02-15,10.6171815247567,-79.1544166263470,-21.227074968699355,-5.87285244319581,80.4312304067851
2000-02-16,9.52776361353967,-36.2221949314544,-14.754314683031112,-3.36931850842002,130.679969564412
2000-02-17,13.5929834405748,-74.7999217121956,-14.488699017659485,-8.76103668972878,70.9227996059807
2000-02-18,-0.635422457793171,-57.6322148011063,-20.977977622501413,-2.91897860964602,119.647096163365
2000-02-19,29.0974070290905,32.9574053171557,-7.075335678462977,1.76065264162245,138.194252610575
2000-02-20,26.1171660033090,25.0701180158661,-4.317624137046778,2.39462789787168,249.103387413161
2000-02-21,38.8717046748190,21.4961021437150,-4.681099326002084,13.4011283401502,137.312553541277
2000-02-22,49.2789489528262,12.6526526152384,-5.633820648450751,39.7351510604917,88.9088814026742
2000-02-23,49.4467682556087,12.6616045483715,-5.783262317825461,32.6683941249890,90.0641257836775
2000-02-24,38.5161373012485,24.4855628011464,-6.243697470379459,6.63669048282859,129.354378691549
2000-02-25,32.1205585886698,25.9920950141948,-4.236686141148596,2.25498056846423,203.875221260300
2000-02-26,31.2957868655726,24.8643682841114,-1.0415284836449814,1.48168719709700,278.512957018188
2000-02-27,29.9065435120208,24.0766584858368,-3.3352812051683713,2.67006456923102,251.526200737484
2000-02-28,33.9791238647504,26.1215804958281,-0.6296379052285488,1.45251371609153,268.151278958275
2000-02-29,35.0617698805024,24.0043299917726,4.435321272880117,0.724255994283660,389.275566186327
2000-03-01,26.5823907736961,19.3800508467821,4.681454225566654,0.692629603110000,495.096792845227
2000-03-02,24.0173847158235,18.4599580470261,6.265988305667577,0.358819408812590,634.086865979453
2000-03-03,24.2220678563808,18.2688203379439,4.647847681027599,0.850875849451776,558.498752463834
2000-03-04,25.8620555624196,18.4804238823407,5.678621469340612,0.346141787111262,611.839027354804
2000-03-05,21.6901063904823,11.8890337406988,11.782299003250728,0.159555212195991,1125.79200831981
2000-03-06,20.3160348932377,11.1445961147696,10.333255269756194,0.355144166141970,1058.71291360057
2000-03-07,29.4886721930345,14.6825170269891,7.782669262253876,0.853616182565674,593.912317369460
2000-03-08,40.0648149780074,21.8968637468890,5.94852789757374,1.24625893973750,372.959858789959
2000-03-09,35.8066171718363,25.9244993795586,2.2686577780726225,2.02985663590679,277.820465662777
2000-03-10,37.3880258898936,27.9823301765683,2.1158165832509326,1.48276336687361,273.026613052603
2000-03-11,44.3350812036014,28.3175565253217,5.408153587672018,1.03488301679506,324.634809404467
2000-03-12,34.0878052304435,21.6046445209554,8.23720020129548,0.460844706319961,502.099289575810
2000-03-13,28.1828101439357,15.9648861522501,10.906926270769077,0.311572115501623,761.545559963875
2000-03-14,28.4276112869354,16.9816275110266,11.890189187500084,0.325427389742783,810.831527372979
2000-03-15,28.1977824394412,16.7414953325480,12.047429132233958,0.306061835833972,822.949393107459
2000-03-16,24.8754516118209,13.3460960389077,13.77152368967836,0.183203210000004,1063.64151117167
2000-03-17,29.7740335002995,14.7685832372327,10.69195280417756,0.702664241315678,739.773569559611
2000-03-18,41.3129042490004,20.0864928321155,11.182780837108169,0.539891704147432,528.620622425023
2000-03-19,52.9677199096227,21.9342810647576,5.687025102777852,5.28023761997793,253.601345533703
2000-03-20,59.8139299094943,27.1844908141422,0.5644431641612755,10.3448391429238,122.024201172090
2000-03-21,78.2097887902403,35.1991348434010,1.9998702181977137,12.1175105198203,98.9916757216914
