satFinal,snd,tempD,rh,sw,lwin,ws,Pa,tempS,sdn,emi,z,albedo,date
-37.80285785,0.321064201,-41.28963959,0.695972981,0.0,147.961872,3.083126605,100577.1098,,200,0.98,0.0005,0.8,2001/1/27
-38.41984398,0.321171832,-41.70050593,0.710271957,0.0,130.9649546,1.203916613,101261.0258,,200,0.98,0.0005,0.8,2001/1/28
-40.48700026,0.321167261,-42.76339948,0.785889101,0.19091638,142.1703566,2.63177573,101688.6239,,200,0.98,0.0005,0.8,2001/1/29
-34.50068476,0.322076603,-37.10389612,0.770805065,0.112358952,172.0693445,1.994836961,102087.3531,,200,0.98,0.0005,0.8,2001/1/30
-30.30814848,0.324436121,-32.97725733,0.774009596,0.260798073,188.8112971,3.375966221,102152.5852,,200,0.98,0.0005,0.8,2001/1/31
-27.18853143,0.330918206,-29.96467971,0.771529525,0.563180974,189.2076618,4.036431604,102000.2553,,200,0.98,0.0005,0.8,2001/2/1
-27.71653014,0.331562611,-30.77658414,0.750032498,0.781832899,187.4752853,7.252444227,101452.0482,,200,0.98,0.0005,0.8,2001/2/2
-24.20038899,0.338646685,-27.78749984,0.720847423,0.573016684,214.5075344,13.30977582,99466.84741,,200,0.98,0.0005,0.8,2001/2/3
-25.84866098,0.3519685,-29.67493617,0.701110384,0.821069475,214.7718268,10.64904043,98859.34984,,200,0.98,0.0005,0.8,2001/2/4
-29.47412068,0.356949371,-33.42143283,0.684423005,1.379643471,182.8072185,6.17247234,99788.33422,,200,0.98,0.0005,0.8,2001/2/5
-36.14698452,0.357830983,-39.96292505,0.676427811,2.920592473,150.1288775,3.339966174,100680.4799,,200,0.98,0.0005,0.8,2001/2/6
-37.45319318,0.357803404,-40.7964934,0.711880224,4.02038544,139.9324663,1.194781406,101533.2835,,200,0.98,0.0005,0.8,2001/2/7
-36.15591276,0.357805855,-39.00324239,0.748756488,4.485505075,142.723782,1.210381214,102221.8103,,200,0.98,0.0005,0.8,2001/2/8
-40.86923478,0.357784146,-43.69787567,0.739251356,6.05733124,144.2282123,3.185156782,102235.2307,,200,0.98,0.0005,0.8,2001/2/9
-37.15875628,0.357858735,-40.72375315,0.691978589,5.67671172,165.5944125,4.090538581,101682.7772,,200,0.98,0.0005,0.8,2001/2/10
-27.41926491,0.366317309,-30.86439298,0.723178608,2.059235873,211.7735257,5.35673252,101015.2762,,200,0.98,0.0005,0.8,2001/2/11
-22.46239583,0.390288454,-25.57176063,0.756815015,2.541460711,224.1625432,3.628195736,100393.5185,,200,0.98,0.0005,0.8,2001/2/12
-30.39950498,0.400295884,-33.794384,0.720336447,4.473892426,173.413717,2.346103997,100541.9823,,200,0.98,0.0005,0.8,2001/2/13
-34.67719109,0.400470912,-37.88234119,0.724250752,11.76326402,145.8215093,1.210282267,100879.187,,200,0.98,0.0005,0.8,2001/2/14
-35.72929143,0.400655195,-38.76836782,0.734450623,11.33182872,162.2974205,2.377218652,100593.8575,,200,0.98,0.0005,0.8,2001/2/15
-28.92689317,0.407920218,-32.03765281,0.743690981,3.509563758,198.2640186,3.835865645,99954.84504,,200,0.98,0.0005,0.8,2001/2/16
-34.63878818,0.412552073,-37.67942889,0.736502768,10.99077405,158.6177405,2.708562858,100258.3799,,200,0.98,0.0005,0.8,2001/2/17
-38.88152449,0.412501586,-42.26701416,0.700957617,17.15309578,147.432818,2.926345693,100480.7113,,200,0.98,0.0005,0.8,2001/2/18
-38.67373386,0.412409597,-42.32742813,0.681536803,17.9772221,147.0344905,4.048804205,100437.5981,,200,0.98,0.0005,0.8,2001/2/19
-38.65637824,0.412358137,-41.78834872,0.720890938,21.9912852,144.8179704,2.415399844,100864.6099,,200,0.98,0.0005,0.8,2001/2/20
-35.56420701,0.41353482,-38.47307914,0.744783605,13.41551186,163.8297268,1.548557658,101053.8578,,200,0.98,0.0005,0.8,2001/2/21
-34.62443207,0.41417947,-37.8209861,0.72519697,23.46490123,166.1819736,2.507883969,102331.3598,,200,0.98,0.0005,0.8,2001/2/22
-23.68522473,0.416970281,-27.01021481,0.739625253,14.79927973,197.8499499,6.887332177,101927.4494,,200,0.98,0.0005,0.8,2001/2/23
-25.75330108,0.418241569,-28.93320567,0.745485775,20.45360865,184.1462681,4.528989173,101532.8873,,200,0.98,0.0005,0.8,2001/2/24
-32.40843324,0.41831614,-35.48650257,0.738849317,31.74230499,159.483185,3.186855399,101873.6253,,200,0.98,0.0005,0.8,2001/2/25
-29.7013142,0.419734513,-32.85685851,0.738918033,26.57064421,189.0920503,3.314398933,101657.7903,,200,0.98,0.0005,0.8,2001/2/26
-25.58646284,0.425128541,-29.03309719,0.727297271,13.96748996,198.1848451,5.585133374,101874.8454,,200,0.98,0.0005,0.8,2001/2/27
-25.65634057,0.42537248,-29.03679364,0.731686084,39.10836655,172.0592152,7.054665279,101899.3728,,200,0.98,0.0005,0.8,2001/2/28
-26.92141672,0.424974692,-30.24470935,0.733011569,39.08360893,170.2703776,6.413777975,102131.9081,,200,0.98,0.0005,0.8,2001/3/1
-30.0298553,0.42480939,-32.78808184,0.767824382,43.89634089,160.7461107,2.62629456,102322.5185,,200,0.98,0.0005,0.8,2001/3/2
-33.40157999,0.424797678,-35.89887321,0.780983463,45.96955574,154.7517715,2.452912831,101956.9045,,200,0.98,0.0005,0.8,2001/3/3
-35.51422483,0.424738573,-38.29395719,0.755167447,49.10410528,151.4141798,3.22042358,102320.9974,,200,0.98,0.0005,0.8,2001/3/4
-37.46230827,0.424691019,-40.08434707,0.763639997,52.72903053,148.2911725,2.248840377,102836.0418,,200,0.98,0.0005,0.8,2001/3/5
-38.98089396,0.424649127,-41.51789722,0.76749226,55.00383878,145.2556206,2.702840549,102724.3216,,200,0.98,0.0005,0.8,2001/3/6
-36.76461916,0.424562887,-39.63082604,0.745486224,58.2054767,151.7258222,4.331673724,102326.6064,,200,0.98,0.0005,0.8,2001/3/7
-31.81478301,0.424389133,-34.77749912,0.748526572,59.22088122,165.0233397,5.473382844,102151.0958,,200,0.98,0.0005,0.8,2001/3/8
-29.02869259,0.424058286,-32.11074771,0.745630287,63.04138558,167.1465567,6.982626007,101571.9284,,200,0.98,0.0005,0.8,2001/3/9
-33.12487968,0.423797432,-35.99445976,0.753117269,67.22502195,159.6164517,4.262675452,100855.8637,,200,0.98,0.0005,0.8,2001/3/10
-32.18147737,0.423624318,-35.09535781,0.751447848,70.80221641,159.1848033,5.35677256,99668.73922,,200,0.98,0.0005,0.8,2001/3/11
-25.46318327,0.425518576,-28.53497919,0.753442341,42.05574101,202.7023432,5.954488184,98753.14353,,200,0.98,0.0005,0.8,2001/3/12
-26.51733908,0.428628608,-29.34538334,0.768991833,41.85524955,196.6399688,2.694639863,99653.02138,,200,0.98,0.0005,0.8,2001/3/13
-31.47136167,0.429629146,-33.72281436,0.805641387,61.02416552,166.4687119,1.358110953,100238.3524,,200,0.98,0.0005,0.8,2001/3/14
-36.11516971,0.430071699,-38.15401081,0.813740724,74.25438992,148.61044,2.978354063,100199.9451,,200,0.98,0.0005,0.8,2001/3/15
-35.40708412,0.429981257,-37.50941165,0.809595641,84.66368063,149.3342173,3.569551587,100225.5816,,200,0.98,0.0005,0.8,2001/3/16
-34.48940775,0.429865194,-36.61792809,0.809555425,89.41866668,150.9388557,3.490869366,100156.5784,,200,0.98,0.0005,0.8,2001/3/17
-32.38306361,0.430570416,-34.84345119,0.786054586,90.23505524,171.2586463,3.121453605,100194.5104,,200,0.98,0.0005,0.8,2001/3/18
-26.93132694,0.438978338,-29.71182164,0.771584082,41.97425183,206.0428511,5.260094981,100453.3476,,200,0.98,0.0005,0.8,2001/3/19
-28.34435989,0.44897763,-31.22829589,0.761552168,53.23567581,189.5853843,4.516514839,100828.1515,,200,0.98,0.0005,0.8,2001/3/20
-32.61888072,0.449661403,-35.17170149,0.778845031,101.0208319,152.7556699,2.777622937,101738.6136,,200,0.98,0.0005,0.8,2001/3/21
-32.8416143,0.449649119,-35.69658041,0.755372606,107.4045281,146.562919,0.763784471,102986.0109,,200,0.98,0.0005,0.8,2001/3/22
-29.83523581,0.450572403,-32.40559127,0.782184005,107.7339583,179.1988731,4.525377918,103420.026,,200,0.98,0.0005,0.8,2001/3/23
-25.40990808,0.456826575,-28.02755453,0.786628491,80.41559942,193.8231407,2.646309295,103010.9027,,200,0.98,0.0005,0.8,2001/3/24
-28.15116641,0.45684961,-30.83607653,0.776551241,96.6476288,185.8093418,1.986044047,102887.7744,,200,0.98,0.0005,0.8,2001/3/25
-28.27511344,0.456690677,-30.93384165,0.778246146,88.14340582,189.4354437,2.21469424,102233.4085,,200,0.98,0.0005,0.8,2001/3/26
-17.51287416,0.456343246,-20.68296055,0.762551433,91.11247246,204.6360317,7.43647405,100633.1997,,200,0.98,0.0005,0.8,2001/3/27
-13.56196799,0.456095662,-16.23141501,0.802524769,84.50383989,227.1623369,5.321100996,99914.5364,,200,0.98,0.0005,0.8,2001/3/28
-22.71846554,0.457075663,-25.28659647,0.794764443,106.5988004,184.8208959,4.791202114,100605.535,,200,0.98,0.0005,0.8,2001/3/29
-33.03703812,0.456848914,-35.34867567,0.797356711,135.2608209,150.326717,3.2196344,102260.6929,,200,0.98,0.0005,0.8,2001/3/30
-33.22624669,0.456726732,-35.68379353,0.784738809,143.2807287,154.4566631,3.245382147,102297.9594,,200,0.98,0.0005,0.8,2001/3/31
-29.52551702,0.456559025,-32.13435825,0.779622826,147.2549051,162.4656763,4.098289121,101668.4062,,200,0.98,0.0005,0.8,2001/4/1
-17.42809623,0.456921568,-20.82638719,0.747383713,128.5339236,205.9884698,7.268333105,99879.13957,,200,0.98,0.0005,0.8,2001/4/2
-16.08607105,0.461251146,-18.67729902,0.80390004,72.43011843,227.8059827,5.260245823,98720.13925,,200,0.98,0.0005,0.8,2001/4/3
-18.49569814,0.46269823,-20.96342113,0.808563982,113.7033305,210.4756557,4.872244125,98856.38691,,200,0.98,0.0005,0.8,2001/4/4
-23.35144412,0.462974864,-25.6959497,0.810191494,123.0341718,193.3164967,3.306337419,98981.06801,,200,0.98,0.0005,0.8,2001/4/5
-25.73528354,0.463179372,-27.9792035,0.814161271,136.5072449,181.4314375,2.662562177,99443.23896,,200,0.98,0.0005,0.8,2001/4/6
-29.41614351,0.462876745,-31.68498341,0.806020674,138.8506197,168.8380545,3.61896626,100010.9824,,200,0.98,0.0005,0.8,2001/4/7
-23.76126636,0.462432261,-26.69932909,0.766559244,166.8922131,175.9217356,6.256467131,99942.80314,,200,0.98,0.0005,0.8,2001/4/8
-17.40505666,0.46540998,-20.119971,0.792970795,93.9587574,233.3538156,7.537105387,99061.81206,,200,0.98,0.0005,0.8,2001/4/9
-25.44841519,0.467667422,-28.37595354,0.764049097,167.8791555,170.0803956,5.644240434,99553.27967,,200,0.98,0.0005,0.8,2001/4/10
-24.66757367,0.4676659,-27.19256193,0.79563073,157.7976199,178.815654,3.712329556,99164.4058,,200,0.98,0.0005,0.8,2001/4/11
-21.32425918,0.467624628,-23.75425983,0.807443563,167.2311705,184.5332999,4.287635881,98980.73528,,200,0.98,0.0005,0.8,2001/4/12
-23.48187986,0.469101894,-25.73194022,0.816911611,137.2176039,201.4642393,3.402452575,99405.94079,,200,0.98,0.0005,0.8,2001/4/13
-24.3298763,0.474600565,-26.73403836,0.804093112,140.7854161,202.401177,4.558426485,99414.59194,,200,0.98,0.0005,0.8,2001/4/14
-25.15492471,0.478045187,-27.86438562,0.780610543,170.9382327,171.9376322,6.12283951,99156.0874,,200,0.98,0.0005,0.8,2001/4/15
-25.33428048,0.477668164,-28.22607686,0.767593224,194.803484,165.6302999,5.098866303,99909.05417,,200,0.98,0.0005,0.8,2001/4/16
-23.05455474,0.477370476,-25.62499229,0.79589265,201.2888004,169.1350948,4.675216444,100585.6025,,200,0.98,0.0005,0.8,2001/4/17
-24.02031944,0.477188071,-26.09830382,0.830597841,206.3097389,170.2101431,3.317474355,100605.4558,,200,0.98,0.0005,0.8,2001/4/18
-23.62512417,0.477050187,-25.84779452,0.81873317,205.1356106,173.666506,3.137552069,100139.593,,200,0.98,0.0005,0.8,2001/4/19
-19.07080586,0.47668189,-21.70113567,0.79700446,195.9534567,188.1169303,4.4257828,99829.37171,,200,0.98,0.0005,0.8,2001/4/20
-17.34433966,0.476635107,-19.64640902,0.822634144,198.630275,206.1930743,2.239704709,100124.7308,,200,0.98,0.0005,0.8,2001/4/21
-13.55960347,0.478326357,-16.07442721,0.812908426,148.7345932,227.6070881,5.663567335,99961.48393,,200,0.98,0.0005,0.8,2001/4/22
-16.10630755,0.477672924,-18.68495168,0.804778046,196.8749459,202.389217,6.328416265,100157.6875,,200,0.98,0.0005,0.8,2001/4/23
-13.40248426,0.486026317,-15.3523164,0.851872547,107.9529652,237.1903875,5.564750899,99154.20189,,200,0.98,0.0005,0.8,2001/4/24
-11.86650161,0.486719275,-14.01625118,0.840330964,204.6292785,215.0281948,5.22686797,99586.64838,,200,0.98,0.0005,0.8,2001/4/25
-6.515713108,0.486628625,-8.513322454,0.85704397,225.4449856,230.3626898,6.501744754,99102.5802,,200,0.98,0.0005,0.8,2001/4/26
-16.92000017,0.48984575,-19.55006701,0.799577333,137.1325224,219.871206,5.47373153,99837.57921,,200,0.98,0.0005,0.8,2001/4/27
-13.47949329,0.489708734,-15.86907253,0.822494492,233.8682181,199.0949327,4.575394721,100589.6745,,200,0.98,0.0005,0.8,2001/4/28
-14.25897695,0.489385473,-16.20549952,0.851287,193.3261101,212.0761275,3.283348617,100681.5415,,200,0.98,0.0005,0.8,2001/4/29
-7.779524014,0.489223671,-10.0808036,0.835190635,236.6834768,218.4249804,4.402718137,100750.7665,,200,0.98,0.0005,0.8,2001/4/30
-10.2481686,0.489823194,-12.07495025,0.864672189,173.83531,255.6212255,6.722959597,100062.715,,200,0.98,0.0005,0.8,2001/5/1
-7.463464439,0.492826184,-9.174763865,0.875596333,182.2841454,255.5719127,2.321617186,100766.1199,,200,0.98,0.0005,0.8,2001/5/2
-11.29508746,0.492678124,-13.12007372,0.864347245,237.3619587,216.1016913,2.959984663,100856.0697,,200,0.98,0.0005,0.8,2001/5/3
-10.29768992,0.496838377,-11.74441528,0.891014116,160.841919,261.6256335,2.810421205,100327.8109,,200,0.98,0.0005,0.8,2001/5/4
-8.776058252,0.500651256,-10.32712123,0.885574901,202.5876635,245.6397139,2.14802099,100638.666,,200,0.98,0.0005,0.8,2001/5/5
-5.582458514,0.50052799,-7.010468739,0.896836548,241.8150335,243.8844637,2.742471084,100251.646,,200,0.98,0.0005,0.8,2001/5/6
-3.730511102,0.5003666,-5.094675032,0.902372209,227.3152048,255.4194518,3.842921085,99438.02609,,200,0.98,0.0005,0.8,2001/5/7
-2.336996269,0.500330453,-3.494634192,0.917579525,152.9846948,290.2188494,3.484951678,98481.07602,,200,0.98,0.0005,0.8,2001/5/8
-5.965602113,0.500025787,-7.132473911,0.914132222,102.6458303,286.6881143,2.867534976,98652.16594,,200,0.98,0.0005,0.8,2001/5/9
-10.42715087,0.500107884,-12.28228678,0.862747457,173.6208548,253.7290959,3.003609418,98852.61589,,200,0.98,0.0005,0.8,2001/5/10
-11.30368785,0.50386149,-13.01875189,0.871337606,158.2965356,262.4337793,3.758892994,98701.04651,,200,0.98,0.0005,0.8,2001/5/11
-9.459422243,0.506479237,-11.39025088,0.858764182,206.0240299,259.6201586,5.556350228,98948.98271,,200,0.98,0.0005,0.8,2001/5/12
-6.304917855,0.518889193,-7.371454062,0.921247982,102.8591857,284.7124162,3.921726698,99978.67532,,200,0.98,0.0005,0.8,2001/5/13
-8.324753968,0.522226147,-10.09046231,0.87137375,198.1864065,262.2483027,2.449844303,101151.809,,200,0.98,0.0005,0.8,2001/5/14
-9.729270793,0.522082104,-11.46846143,0.871441557,220.2234088,252.6030348,3.934688139,101189.6934,,200,0.98,0.0005,0.8,2001/5/15
-9.602372899,0.521466104,-11.11912859,0.886850226,235.211592,247.7981618,5.710927871,100975.2527,,200,0.98,0.0005,0.8,2001/5/16
-5.913964105,0.520995261,-7.187571115,0.90714502,197.2650812,272.9924288,6.608311919,100454.6944,,200,0.98,0.0005,0.8,2001/5/17
-3.458742203,0.525692411,-4.162213814,0.948825129,135.8407431,292.9132254,4.075661148,99466.49882,,200,0.98,0.0005,0.8,2001/5/18
-2.699777655,0.528241585,-4.225358857,0.893154316,195.9953916,282.5031463,2.950057519,99902.81139,,200,0.98,0.0005,0.8,2001/5/19
-2.225816667,0.527744353,-3.392849886,0.917681056,239.6631767,270.4612335,2.156934022,100801.2157,,200,0.98,0.0005,0.8,2001/5/20
-2.436690548,0.527181585,-3.634716406,0.914946137,242.9595248,271.1114945,2.59512544,101244.8485,,200,0.98,0.0005,0.8,2001/5/21
0.268432037,0.48054832,-1.288463989,0.892963508,241.3690624,273.1554802,3.800322259,100818.8349,,200,0.98,0.0005,0.8,2001/5/22
1.561896011,0.413717439,-0.167631795,0.883955217,210.5129443,285.5361279,3.586948587,100233.6782,,200,0.98,0.0005,0.8,2001/5/23
-1.270451765,0.38314632,-1.962482377,0.950322354,140.3919346,293.9316907,4.443262782,99860.79154,,200,0.98,0.0005,0.8,2001/5/24
-1.55539901,0.357865426,-3.308425743,0.880070915,214.7080312,281.7396703,3.578070171,99815.11157,,200,0.98,0.0005,0.8,2001/5/25
-2.953947872,0.300973427,-4.235431145,0.908618658,237.4006534,276.1630039,3.609991007,99917.00816,,200,0.98,0.0005,0.8,2001/5/26
-5.652038353,0.263505636,-7.528283877,0.866350014,212.460517,278.1007514,2.930078107,100583.1307,,200,0.98,0.0005,0.8,2001/5/27
-4.134391094,0.232515906,-6.777606916,0.819999159,234.7812539,270.3994044,2.542851308,100051.6397,,200,0.98,0.0005,0.8,2001/5/28
-5.202007702,0.19416443,-7.461314306,0.844001082,255.3113675,255.3338727,2.639349922,99845.80255,,200,0.98,0.0005,0.8,2001/5/29
-1.218083109,0.168888771,-2.234338032,0.928248354,150.7786871,291.3405036,3.70675022,99142.63534,,200,0.98,0.0005,0.8,2001/5/30
2.07069125,0.135336281,0.966229985,0.924725131,195.5579638,297.4592719,3.68472259,98941.61497,,200,0.98,0.0005,0.8,2001/5/31
0.789229642,0.116158415,-0.226142283,0.930051006,166.7532211,302.9435764,3.473771555,99315.92765,,200,0.98,0.0005,0.8,2001/6/1
-1.369900978,0.109790392,-3.942898998,0.828059563,200.1608387,287.0625216,3.148417539,99794.03826,,200,0.98,0.0005,0.8,2001/6/2
-2.844730866,0.109291287,-5.825178747,0.800712278,230.3679929,277.3819577,3.681596109,100381.7776,,200,0.98,0.0005,0.8,2001/6/3
-2.869017759,0.108366044,-6.594059857,0.756789603,266.9074316,263.3937505,3.281691888,101256.0348,,200,0.98,0.0005,0.8,2001/6/4
0.237429296,0.103589626,-4.015833305,0.731946045,288.3027484,262.5641268,5.263242957,101223.7435,,200,0.98,0.0005,0.8,2001/6/5
5.523625905,0.053279569,1.681583261,0.76804645,291.4250618,276.1670376,4.474290385,100536.1515,,200,0.98,0.0005,0.8,2001/6/6
6.555831788,0.012494908,3.985917944,0.844901244,266.2671811,293.1766362,3.359355197,101122.7184,,200,0.98,0.0005,0.8,2001/6/7
10.38465821,0.0,7.862885324,0.847238689,277.6862473,306.1680163,3.641934006,101157.83,,0,0.92,0.001,0.17,2001/6/8
4.732408954,0.0,3.184741653,0.899029914,253.8890103,305.874865,3.858677634,101528.9103,,0,0.92,0.001,0.17,2001/6/9
1.795350481,0.0,0.073996644,0.8843488,234.8248252,299.4003868,3.119429146,101473.9613,,0,0.92,0.001,0.17,2001/6/10
4.95789308,0.0,2.490981427,0.845333122,262.2404643,298.6587242,2.992634712,101146.1367,,0,0.92,0.001,0.17,2001/6/11
6.121920802,0.0,4.747469677,0.911531766,233.4958488,314.7033897,2.732641281,100625.7844,,0,0.92,0.001,0.17,2001/6/12
1.477966508,0.0,-0.087976452,0.893496336,133.8040139,312.9712278,4.788644893,100454.4885,,0,0.92,0.001,0.17,2001/6/13
0.901471204,0.0,-2.573521892,0.778777832,256.9275877,286.5932757,4.389439109,100639.3157,,0,0.92,0.001,0.17,2001/6/14
0.861775164,0.0,-1.709677406,0.830858614,173.4107355,298.4584368,5.237923964,100379.6228,,0,0.92,0.001,0.17,2001/6/15
2.047474842,0.0,-0.473109127,0.835398909,171.3877013,302.5479753,5.530171559,100486.447,,0,0.92,0.001,0.17,2001/6/16
3.693395177,0.0,0.825783294,0.818031275,251.4579259,297.8974495,3.24955516,100917.2615,,0,0.92,0.001,0.17,2001/6/17
4.889455969,0.0,2.380012847,0.84131002,295.353969,280.407248,4.139082469,101082.3939,,0,0.92,0.001,0.17,2001/6/18
5.610691756,0.0,3.189256785,0.846800052,294.6641311,290.031326,4.123259553,100954.7181,,0,0.92,0.001,0.17,2001/6/19
3.691795939,0.0,1.069247759,0.833900873,278.6338813,292.8254941,4.823006354,101077.1018,,0,0.92,0.001,0.17,2001/6/20
2.724345689,0.0,0.291481371,0.841203374,254.5933111,295.0514959,4.737267312,100867.4144,,0,0.92,0.001,0.17,2001/6/21
3.625583152,0.0,0.969984401,0.829434514,267.201459,294.0275766,3.235459132,100636.0358,,0,0.92,0.001,0.17,2001/6/22
4.389008758,0.0,1.748340601,0.83230966,265.1750485,294.5213759,2.880920323,100158.3688,,0,0.92,0.001,0.17,2001/6/23
6.375607157,0.0,3.523608107,0.825237174,274.5082933,296.5167192,2.798036325,99595.61642,,0,0.92,0.001,0.17,2001/6/24
5.112677594,0.0,2.299855423,0.825190542,251.1420328,304.1623165,2.709778737,99253.61087,,0,0.92,0.001,0.17,2001/6/25
5.178939442,0.0,2.442590767,0.827545089,224.518028,306.2854007,2.779600466,99333.80036,,0,0.92,0.001,0.17,2001/6/26
9.259453185,0.0,5.083319415,0.75349569,254.2226892,314.3800597,3.947934422,99741.60851,,0,0.92,0.001,0.17,2001/6/27
16.51078738,0.0,10.93102042,0.698832506,263.2572705,332.5940256,5.408523127,99581.68902,,0,0.92,0.001,0.17,2001/6/28
20.10958795,0.0,14.46008601,0.703297768,283.3739118,347.7504269,4.761521483,99654.01959,,0,0.92,0.001,0.17,2001/6/29
21.61579253,0.0,14.72956005,0.652639818,277.8207604,356.1217039,5.084708558,99935.41957,,0,0.92,0.001,0.17,2001/6/30
21.41384898,0.0,15.44836407,0.70068185,269.6759982,361.804959,3.67598735,100068.9895,,0,0.92,0.001,0.17,2001/7/1
15.68280098,0.0,13.44956091,0.868724851,247.7970835,352.1645072,3.432285881,100165.4197,,0,0.92,0.001,0.17,2001/7/2
14.97241495,0.0,11.7743435,0.817019684,255.821509,341.2741061,4.731688626,99942.32782,,0,0.92,0.001,0.17,2001/7/3
15.57041088,0.0,12.59668264,0.826918305,243.7545616,348.2491861,4.438246363,99485.86092,,0,0.92,0.001,0.17,2001/7/4
21.43158861,0.0,17.43278001,0.784690061,221.1717968,380.6622618,3.398549114,99091.4573,,0,0.92,0.001,0.17,2001/7/5
15.24219844,0.0,11.06317302,0.767655959,192.8770934,367.3088283,4.945532562,99448.30923,,0,0.92,0.001,0.17,2001/7/6
9.348417672,0.0,6.703139863,0.836695237,132.768778,352.6179073,3.810594822,99997.67298,,0,0.92,0.001,0.17,2001/7/7
8.293256294,0.0,6.1501068,0.864772242,139.038324,341.0705437,2.52728966,100059.0233,,0,0.92,0.001,0.17,2001/7/8
12.18064177,0.0,8.712767812,0.799322967,245.064401,327.016974,3.176092264,99955.98586,,0,0.92,0.001,0.17,2001/7/9
15.01324968,0.0,11.16993614,0.7846741,235.0601167,344.9630733,4.036045399,100088.0505,,0,0.92,0.001,0.17,2001/7/10
14.51996644,0.0,10.40179084,0.770685841,240.3791752,338.4255318,4.475995771,100127.868,,0,0.92,0.001,0.17,2001/7/11
13.30438618,0.0,10.93148105,0.865495201,155.6382066,359.6053093,3.309879243,99938.09731,,0,0.92,0.001,0.17,2001/7/12
8.10805353,0.0,6.199227278,0.880812197,182.8525658,328.5867195,3.242081718,100268.5997,,0,0.92,0.001,0.17,2001/7/13
5.782295935,0.0,3.245417314,0.838630502,197.061545,320.4626911,4.028937298,100845.1845,,0,0.92,0.001,0.17,2001/7/14
8.338406538,0.0,5.082996007,0.801820301,226.3872392,316.7349104,2.233177079,100810.2946,,0,0.92,0.001,0.17,2001/7/15
13.46175117,0.0,8.939438707,0.752031238,194.9834644,335.1642711,3.490935578,99837.48413,,0,0.92,0.001,0.17,2001/7/16
7.116479163,0.0,3.324264863,0.770298273,195.2909073,308.0629623,3.630457121,99469.0815,,0,0.92,0.001,0.17,2001/7/17
15.67655164,0.0,10.61348006,0.723577644,220.542463,341.3982199,4.689433509,98573.83027,,0,0.92,0.001,0.17,2001/7/18
12.32042109,0.0,7.651070316,0.735821453,211.8995405,332.7632623,5.067612982,98616.95925,,0,0.92,0.001,0.17,2001/7/19
7.925221398,0.0,4.235898698,0.780518894,216.0486231,319.7127049,3.488331726,99137.88196,,0,0.92,0.001,0.17,2001/7/20
6.026377862,0.0,3.115059955,0.818111355,161.0098473,327.1718005,4.589485665,99625.94297,,0,0.92,0.001,0.17,2001/7/21
8.198890341,0.0,5.143886362,0.813401165,200.3717857,325.2612704,5.655776129,99502.3393,,0,0.92,0.001,0.17,2001/7/22
14.07931937,0.0,11.04864109,0.83115239,185.6569311,338.712461,3.725525225,100009.2871,,0,0.92,0.001,0.17,2001/7/23
17.19098752,0.0,13.8978358,0.811653084,219.881077,358.0994687,5.816730744,99457.62585,,0,0.92,0.001,0.17,2001/7/24
16.36527586,0.0,13.80863158,0.85404373,137.4537822,367.6630219,3.787219177,99520.03771,,0,0.92,0.001,0.17,2001/7/25
17.8705896,0.0,13.15489232,0.746277876,231.5285516,350.4395864,4.109731117,99982.30373,,0,0.92,0.001,0.17,2001/7/26
17.70824887,0.0,14.73935222,0.829753575,95.15430234,366.2858901,5.527434169,99350.88082,,0,0.92,0.001,0.17,2001/7/27
17.44609301,0.0,11.48421685,0.68797942,224.221432,343.5141257,4.280393446,100301.7783,,0,0.92,0.001,0.17,2001/7/28
18.29109747,0.0,12.52035367,0.699537604,198.0837217,355.9232549,3.917442348,100341.2789,,0,0.92,0.001,0.17,2001/7/29
13.76617653,0.0,10.38562865,0.805592262,95.1979501,346.7041779,4.12877673,100427.1407,,0,0.92,0.001,0.17,2001/7/30
12.72904666,0.0,7.57931212,0.719998133,213.8911992,319.5925346,4.618374881,101043.6855,,0,0.92,0.001,0.17,2001/7/31
17.84476728,0.0,12.48586777,0.713942472,220.3870634,339.7704159,6.465024127,100171.2663,,0,0.92,0.001,0.17,2001/8/1
16.1470553,0.0,12.79832052,0.80918865,145.6975404,365.1290895,3.654209365,100042.6082,,0,0.92,0.001,0.17,2001/8/2
13.55126916,0.0,9.231961888,0.760847443,160.7341992,341.5449346,4.226015992,100175.0532,,0,0.92,0.001,0.17,2001/8/3
12.26425975,0.0,8.447684283,0.778685375,173.4640785,327.6907585,4.230690226,100508.3759,,0,0.92,0.001,0.17,2001/8/4
10.22576839,0.0,7.396807598,0.831133191,120.2245871,343.3178152,5.246308635,100065.9474,,0,0.92,0.001,0.17,2001/8/5
6.332103391,0.0,3.382001788,0.815130576,103.8542838,330.6344946,4.862619168,100367.9136,,0,0.92,0.001,0.17,2001/8/6
5.930348918,0.0,3.876193622,0.873549988,84.51898873,331.6685785,7.996224499,99144.9328,,0,0.92,0.001,0.17,2001/8/7
4.702769444,0.0,2.144769662,0.838763367,85.24350566,324.1911048,5.69751764,99794.73543,,0,0.92,0.001,0.17,2001/8/8
3.821838771,0.0,2.4722036,0.909299264,46.85559421,324.0873051,4.793429196,99480.63221,,0,0.92,0.001,0.17,2001/8/9
3.656792184,0.0,1.139422274,0.840132413,84.22411958,314.5873942,4.133934818,99934.51644,,0,0.92,0.001,0.17,2001/8/10
