QE,QH,RTS0,Lstar,snd
0.94828886,-8.301733839,-20.08181687,38.10688637,0.11672148
1.215720923,-6.63014956,-20.31176869,47.93874036,0.116703978
1.359808149,-5.680537993,-20.57505118,58.0533513,0.116684401
1.693282535,-3.035685638,-21.33249357,130.2051521,0.116660024
1.564454106,-3.126323269,-22.63963831,88.74459446,0.116637501
1.514042771,-3.181079107,-23.21164744,105.8033696,0.116615704
1.579724354,-3.246496237,-23.63121629,108.0407977,0.116592962
1.50565037,-4.965008042,-24.07782087,67.05488168,0.116571286
1.495383334,-5.309851874,-24.51701216,92.57166065,0.116549757
1.565731926,-4.144831968,-25.06294366,107.7900066,0.116527216
1.498455955,-4.937042989,-25.55375155,100.272703,0.116505644
1.748936869,-2.067173314,-26.12170766,-823.481456,0.116480465
1.920080422,0.304092081,-26.82073045,-745.6052472,0.116452823
1.81201995,0.327610624,-27.05239763,-1258.314435,0.116426736
1.676902979,-0.195051188,-27.11345518,876.3003793,0.116402594
1.951463452,2.864699769,-27.64683772,-87.09615798,0.1163745
2.086349402,5.173927677,-28.42760315,-78.79753965,0.116344463
1.981054845,5.533544448,-28.79436742,-65.71016767,0.116315943
1.824813004,5.250776054,-29.19649218,-58.49548783,0.116289672
1.778967809,5.712323291,-29.48991671,-50.72705302,0.116264061
1.73795647,6.563799231,-29.88758636,-37.90464191,0.116239041
1.671888991,7.33768232,-30.35170897,-29.20947753,0.116214971
1.620665609,7.0505053,-30.65630928,-36.44734144,0.116191639
1.559874021,5.694980462,-30.64610426,-46.47325363,0.116169183
1.49849076,4.494185687,-30.36016654,-65.7933242,0.11614761
1.541320432,5.206012544,-30.35553172,-46.67944582,0.11612542
1.560289216,5.499751031,-30.71936574,-54.61197773,0.116102957
1.501062519,3.628309505,-30.40738712,-106.8074323,0.116081347
1.577009766,3.247875499,-29.79295877,-87.80579053,0.116058644
1.656885761,3.187305056,-29.59019645,-126.5790552,0.11603479
1.603815646,1.33595162,-29.37835682,5576.746212,0.116011701
1.335385635,-1.808392463,-28.44930221,114.9583056,0.115992476
1.486840249,-0.723057019,-27.39939851,1358.267629,0.115971071
1.459952303,-0.706544368,-27.1944925,220.4941444,0.115950053
1.418337403,-0.714021414,-26.57863534,-1765.710293,0.115929634
1.235135327,-0.984642767,-25.55791943,31.41477336,0.115911852
1.027828334,-1.55202531,-24.4275684,36.38407934,0.116039337
0.758132191,-0.894400829,-23.51299731,2.846547997,0.116233743
0.210116039,-0.387370006,-23.04861072,1.355615884,0.116402331
0.104287555,-0.185443544,-22.68234029,0.196614906,0.116515716
0.669773904,-0.113990123,-22.75179621,-31.67892986,0.116714396
1.471565957,1.324683424,-22.57666057,-17.99134033,0.117160022
1.730963509,1.911741035,-22.08290176,-46.67847124,0.117654599
2.05168891,2.978085489,-22.25926286,-25.44869195,0.118123155
2.056015668,2.979224401,-22.69599811,-51.21927906,0.118461844
1.975733009,1.245868659,-22.569833,-185.7163205,0.11879312
2.122616026,1.240212453,-22.00459147,-63.24955102,0.119177112
2.563379214,2.654555707,-21.76057513,-99.22981622,0.119422742
2.750890491,2.041918893,-22.03006058,-206.5326186,0.119590065
2.366762186,1.265299284,-22.2270028,-114.3380337,0.11989886
2.105317186,1.249500137,-22.45328123,-118.1426199,0.120224525
2.216669721,1.910245876,-23.38440359,-186.8192467,0.120330589
1.929934265,-0.172850379,-24.92353904,305.7118641,0.120302463
1.688256637,-2.113553269,-25.88368388,161.0858118,0.12027786
1.608388172,-2.869422787,-26.26611035,161.5005579,0.12025442
1.844877953,-0.552983053,-26.68525236,-520.8706481,0.120227534
1.855507485,0.108917046,-27.57043875,1608.649964,0.120200493
1.640528623,-0.713263348,-28.10116165,607.802905,0.120176585
1.5349831,-0.954790781,-28.35972713,267.9776922,0.120154216
1.579541824,0.982172817,-29.23508046,-148.9919088,0.120131196
1.406282928,0.754669229,-30.58481117,6582.09476,0.120110702
1.091292262,-0.989741318,-31.36568257,145.7333197,0.120094799
0.952394741,-2.661651716,-31.77534612,84.45359073,0.120080919
1.030632649,-0.304084617,-32.57491874,-122.463967,0.120065899
1.012532228,1.00409479,-33.44054416,-145.2309599,0.120051144
0.941605726,0.672862187,-33.39105064,3257.102564,0.120037421
0.814501123,-0.346407059,-33.33861869,439.4167202,0.120025551
0.957329686,1.285886906,-33.55673138,-84.07030086,0.1200116
1.035899831,2.11730434,-33.75160761,-80.35032709,0.119996504
1.069609658,2.43605682,-33.48028015,-122.1805904,0.119980916
0.968806103,0.259919487,-33.46000944,215.595579,0.119966797
0.909087462,-0.367216211,-33.86336628,-1979.68551,0.119953549
0.832614922,-0.797456056,-34.14646312,754.8337839,0.119941415
0.83758688,-1.265667622,-33.4652415,284.2895947,0.119929209
0.874940129,-1.982897855,-32.73180944,179.5129351,0.119916458
1.035488726,0.435792535,-32.75514065,-201.7648199,0.119901368
1.077493578,1.579978042,-32.84381162,-164.7201398,0.119885665
1.074291213,1.445169042,-32.32777493,-1207.204983,0.119870009
0.985949747,-0.063393554,-32.09716632,2158.647469,0.119855641
0.970954561,1.255765071,-32.37375517,-126.9543731,0.119841491
0.666181587,-0.053340147,-32.98123445,131.6822187,0.119831782
0.335926885,-3.356944139,-32.64999675,10.31718755,0.119826887
0.004929655,-5.386205314,-31.86218505,1.551760237,0.119826815
-0.031635717,-3.379546144,-31.37605322,1.583546624,0.119827276
0.174106836,-2.315922015,-30.48437286,15.65769377,0.119824739
0.657736193,-0.297319341,-29.31338481,-65.02442108,0.119815153
0.952131275,1.243879549,-28.40613283,-20.58148826,0.119801278
1.459146395,4.8729988,-28.12671612,-21.43064219,0.119780013
1.438521587,3.156455607,-28.73236878,-184.5779661,0.119759049
1.034553067,-0.159285268,-28.68972044,138.6260936,0.119743972
1.190974021,-1.25824991,-27.73886098,611.1475255,0.119838918
2.186534583,0.380039872,-25.78279835,-421.4340846,0.120182902
2.804712679,1.021345525,-23.94697845,-520.4619659,0.121473406
2.741292487,-1.610944104,-22.77478109,154.9087701,0.122345888
2.075205704,-11.59188015,-22.64998372,99.06994708,0.122591832
1.650932396,-23.50504986,-22.18007251,108.901666,0.12267849
2.049541705,-27.48853868,-21.3818413,141.7934904,0.122648487
2.57806802,-27.83279447,-20.88863894,182.2449408,0.122610747
3.232476172,-27.03860502,-20.45097832,216.0387794,0.12301377
3.586100676,-27.21563991,-20.01916538,219.6599062,0.123333161
3.778692139,-26.40481739,-19.83881915,208.1175842,0.123277769
3.367220055,-26.15111974,-20.19084086,167.2503126,0.123228409
2.555050359,-26.480214,-20.69178689,111.1775482,0.123601288
1.642174166,-26.35779775,-21.47090039,73.59753065,0.12400082
0.880601754,-25.97365216,-22.26553292,52.24292947,0.123987899
0.596573944,-24.78091211,-22.48787081,51.10073533,0.123979146
0.670830628,-22.89521429,-22.33461519,47.83883538,0.123969304
0.272840833,-24.4229123,-21.85833124,33.85353291,0.1239653
0.242237558,-23.39066422,-21.7527425,34.41134995,0.123961746
0.510666146,-19.45765774,-22.77734023,35.88956248,0.123954254
0.659548464,-18.78624743,-23.8457605,46.20773737,0.123944576
0.687445982,-20.42381414,-24.19573974,48.41463187,0.12393449
0.988276125,-19.99176034,-24.19202722,77.70984791,0.12391999
1.353587974,-18.20515888,-24.6017686,92.29881066,0.123900129
1.350655082,-16.71144747,-25.17969196,89.74240607,0.123880312
1.242062539,-14.92238925,-25.49238627,68.71774622,0.123862088
1.167850441,-12.95766289,-25.73059821,72.03281015,0.123844953
1.101191208,-11.47691213,-26.0422821,68.88470031,0.123828796
1.037944386,-10.40091707,-26.31970961,66.53772103,0.123813567
0.981956432,-12.42465466,-26.30829922,58.50634025,0.123799159
1.067876872,-14.51158873,-25.99210062,70.64586721,0.123783491
0.978844826,-16.43151787,-25.74269969,63.13883972,0.123769129
0.871406456,-17.83632126,-25.52532525,59.26736309,0.123756343
0.940042472,-19.31126648,-25.43938955,70.95896632,0.123742551
1.158161371,-19.96400937,-25.44786714,74.36171504,0.123725558
1.130464614,-19.95373105,-25.28757766,66.68584892,0.123708971
1.306891473,-18.6564978,-24.15869757,76.39462292,0.123689796
2.146268435,-15.14970257,-21.92438053,127.9589807,0.124290967
3.782006711,-9.992873391,-19.33832482,267.8435971,0.126881312
5.59192554,-6.573115372,-17.3566163,449.2558749,0.130865078
6.710968615,-6.962289411,-17.00573274,475.6571419,0.134387584
7.008401895,-9.529882097,-16.93628561,381.0910304,0.13628237
6.898803038,-11.05307437,-16.8297114,387.1725053,0.137278242
7.014984635,-10.88361491,-16.48195207,483.5086455,0.13967983
7.42479932,-11.16485589,-16.02511101,446.8782582,0.142811588
7.513492939,-10.45422862,-16.20754411,546.7130928,0.145611398
6.829274407,-12.28367423,-16.64509374,373.035329,0.147637959
5.420129914,-17.20945647,-16.47080264,226.2579197,0.148588968
3.573193756,-21.88810937,-17.77949114,168.6904921,0.148959408
2.324304817,-25.68618773,-18.43654911,142.2914242,0.149140789
1.966076297,-26.76440046,-18.69906651,151.5655069,0.149389104
2.385366075,-24.65853492,-18.53158993,171.9759089,0.149859316
3.327598081,-19.67066986,-17.98932781,211.6903127,0.150847537
4.149844928,-15.00153334,-17.68951114,251.2219858,0.152961855
5.020034215,-12.05757558,-17.69561541,384.7216366,0.155850829
5.795466702,-10.04803611,-18.02780556,454.8130605,0.158016461
5.487442223,-10.74780137,-18.84337362,321.9305284,0.160000205
4.041327154,-16.50563372,-19.79377419,170.5750165,0.160812163
3.158413365,-19.50342177,-20.12780978,184.1027173,0.161477032
3.551483333,-15.29800092,-19.50912666,200.4423637,0.163109351
3.668253243,-11.95615587,-18.52135746,145.4729402,0.165191609
2.868442113,-10.85662329,-17.90623946,81.93562461,0.167039444
2.050359823,-10.58005461,-17.70700791,70.00662456,0.168093074
1.58695549,-11.03252777,-17.63535216,56.74350893,0.168960818
1.563392857,-10.05807341,-17.53011351,59.08597553,0.170187911
1.565093026,-8.12590238,-18.01023372,42.18041155,0.171186465
1.108417968,-8.054327392,-19.21196176,27.52930403,0.171553202
0.594402426,-9.04276751,-20.35626736,15.27466854,0.171746232
0.097388223,-8.425550516,-21.06580525,4.611269995,0.171962875
-0.147407926,-4.795281632,-21.17026085,0.561850023,0.172078511
-0.132230556,-4.895813671,-21.12512374,4.900459988,0.172080476
-0.070238045,-8.847063062,-21.67166702,8.508661394,0.172081519
0.293548631,-9.974415132,-21.8591289,22.15430103,0.172454465
0.91630341,-10.78805195,-21.647905,39.63824529,0.172830364
1.212598669,-12.76662496,-21.94090466,51.65889371,0.172812333
1.512482229,-14.0011917,-22.20573912,77.21316435,0.172789843
2.079574737,-13.64082412,-22.35464963,106.109911,0.17275892
2.711264743,-15.70028518,-22.68953001,165.2576549,0.172718604
3.25239845,-18.45968199,-23.11178037,168.0261936,0.17267024
2.881855866,-22.9345638,-23.86231513,153.5990064,0.172627387
2.570129688,-26.23326208,-24.3911898,162.5985357,0.17258917
2.845029415,-27.72100882,-24.91604183,189.4565557,0.172546864
3.214519974,-29.72205971,-25.26610434,229.0576881,0.172499064
3.616382827,-29.39154956,-25.14783298,285.428254,0.172445288
4.657301401,-26.92091548,-24.84237521,482.9810663,0.172376033
6.493840914,-22.50605167,-24.27118304,744.1057194,0.172279465
8.18251903,-17.27024057,-23.66394016,1157.029896,0.17263098
9.207529104,-11.70219574,-23.20431073,1911.076652,0.17349757
9.592938711,-7.747431193,-22.90638583,2264.37895,0.174345592
9.861620738,-10.96755371,-22.39420568,1224.449065,0.175548827
10.60151001,-12.18848639,-21.93715089,1609.72539,0.176772947
10.496748,-9.815656742,-22.16235857,1665.001547,0.178066526
9.51765737,-7.858295795,-22.83599761,1807.503294,0.179019488
8.043387113,-8.73512285,-24.10123319,895.2492339,0.179582877
6.446610388,-15.31252168,-25.37626515,445.1230729,0.179486228
4.977346282,-21.89825531,-26.25313437,264.7630059,0.179411607
3.900089309,-27.4723279,-26.98171783,207.6520011,0.179353136
2.973122468,-34.14007374,-26.76652525,113.7536082,0.179308564
2.545426982,-35.79810477,-26.17967173,103.2347538,0.179270403
2.604450553,-31.47140104,-25.90358409,106.508351,0.179231358
2.875209774,-25.98739189,-25.4440342,106.0187174,0.179188253
3.145205916,-22.88885291,-24.71568544,111.7964598,0.179141101
3.600964315,-20.01377628,-23.99379184,119.4942633,0.179296982
3.572370467,-19.62306659,-23.98382375,108.7725549,0.179490563
3.386622143,-20.90391342,-24.04989198,115.2294418,0.179543408
3.24147125,-22.3566728,-23.57617363,91.55744059,0.17956929
2.983896842,-23.55299197,-23.34681384,87.06736212,0.17952454
2.650073341,-24.16223064,-23.69954975,80.45185607,0.179748021
2.358038754,-24.38872083,-24.28663666,74.707719,0.18008409
1.632586203,-25.59722741,-25.29552422,44.3639153,0.18008583
