QE,QH,RTS0,Lstar,snd
0.882750754,-26.98900152,-26.46273098,41.40036158,0.180072588
0.654674412,-26.03776866,-27.42981248,37.38857422,0.180062767
0.50619295,-23.73855006,-28.38700647,33.16059695,0.180055174
0.322300945,-22.92906381,-29.06218216,25.29474871,0.180050339
0.330412225,-20.57432857,-29.69722271,27.76203511,0.180045383
0.422902754,-17.46448465,-30.74139897,29.26941349,0.180039039
0.468241811,-15.04789905,-31.75005103,27.12145045,0.180032015
0.437148447,-14.83809373,-32.33612234,23.43379009,0.180025458
0.475331422,-14.15131868,-32.52574714,25.81435613,0.180018328
0.490461514,-13.46559591,-33.0045496,27.25958142,0.18001097
0.500640605,-12.54173743,-33.50457576,26.2005725,0.18000346
0.516251982,-11.7096915,-34.00548185,26.01492474,0.179995716
0.508530668,-11.00661833,-34.3878459,20.56596354,0.179988088
0.44314604,-10.64361002,-34.58104569,17.10447095,0.179981441
0.373853334,-10.7767624,-34.55903433,16.48928933,0.179975833
0.445485156,-8.856249684,-34.69274729,36.18320265,0.17996915
0.381006784,-8.369266349,-34.90840709,24.93833135,0.179963435
0.226661717,-9.316403785,-34.64665629,19.34141111,0.179960035
0.18290116,-10.61070651,-34.4504228,24.1746647,0.179957291
0.330176587,-9.789614804,-34.5625082,43.99723296,0.179952338
0.378828188,-10.22768082,-34.87867625,48.97440076,0.179946656
0.326836227,-12.05910874,-34.67850087,47.48131438,0.179941753
0.358900977,-12.32241278,-34.40992906,50.84193377,0.179936369
0.410732294,-11.71289458,-34.33734213,40.66214404,0.179930208
0.387640439,-11.24465899,-34.33360416,44.66524273,0.179924393
0.323497924,-11.7385543,-34.37619952,46.86154346,0.17991954
0.303321396,-12.27193548,-34.27866763,46.0491339,0.17991499
0.374110584,-12.85650644,-33.96969108,32.9192836,0.179909378
0.426776759,-12.83852112,-33.56308622,36.89870755,0.179902977
0.492957733,-10.82848115,-33.00247842,52.87944326,0.179895582
0.571854788,-9.116968517,-32.7509893,52.00827975,0.179887004
0.573406403,-9.6776513,-33.18850858,34.60783118,0.179878402
0.552710744,-9.881137693,-33.57795259,28.66061574,0.179870111
0.492579676,-8.436896346,-33.81635162,27.30716672,0.179862722
0.421517822,-8.278987667,-34.43003566,27.94682996,0.179856399
0.33040934,-8.253700528,-35.26564855,13.71515584,0.179851443
0.177036099,-8.778163874,-36.06223897,8.701568796,0.179848787
0.141346144,-9.525578639,-36.48681895,15.01248312,0.179846667
0.236151211,-8.797598481,-36.9392964,32.52631382,0.179843125
0.310777191,-7.300415449,-37.61335372,28.24718831,0.179838463
0.352089337,-6.878453803,-38.19838813,50.12205481,0.179833181
0.40912305,-6.78595426,-38.3927596,59.60018997,0.179827044
0.442858255,-7.431334066,-38.1968227,62.61478862,0.179820401
0.498329216,-7.915844388,-37.72434237,61.03054285,0.179812926
0.503131309,-8.232500639,-37.10690606,65.39582103,0.179805378
0.439592752,-8.207213963,-36.49083457,64.67258708,0.179798784
0.442782974,-8.459891927,-35.87589249,69.2030747,0.179792142
0.65207742,-8.014125059,-34.77428534,80.27576728,0.179782361
1.012354397,-4.657590722,-32.96463657,336.8259524,0.18012949
1.55029482,-0.08513317,-31.05346686,-561.8234361,0.180798886
1.997175828,3.123854656,-29.44608271,-185.5295506,0.181708547
2.170454492,3.004827251,-28.15307001,-455.3102286,0.182906913
1.895512375,0.381351548,-27.73802678,308.2632852,0.184480977
1.666844271,-2.321520327,-27.81532205,186.0779614,0.18716032
1.656581557,-2.627183753,-27.46623966,584.6248317,0.191030335
1.542277818,-0.159961543,-27.14011067,-7892.034083,0.194600856
1.530875085,-0.805954075,-27.41507501,367.3188968,0.196992666
1.925408026,-4.937210572,-28.2757744,286.975817,0.198019814
2.270744385,-10.94262871,-29.18746932,252.9609269,0.198574937
2.583302614,-16.10595592,-29.94744607,289.6709962,0.198723998
2.845902494,-19.87164232,-30.39305364,298.7367597,0.198680876
2.709331717,-22.10328747,-30.61128098,253.1623264,0.198639823
2.426072116,-25.39719204,-30.96981168,203.3135283,0.198603062
2.086050804,-26.4938702,-31.78130856,148.853002,0.198571454
1.638272911,-28.23136886,-32.61517481,124.9840346,0.19854663
1.429259528,-27.36938659,-32.87029804,121.1066771,0.198524974
1.318715705,-26.22144532,-33.18335739,102.6643804,0.198504992
1.27535791,-25.99349967,-33.47150512,89.5420515,0.198485668
1.270032819,-24.27938609,-33.65963333,80.7597261,0.198466424
1.150745695,-21.6350797,-33.98652405,75.48408959,0.198448988
1.008256784,-18.8891218,-34.56897948,68.50118789,0.198433711
0.846405061,-17.92408834,-34.96685501,52.17797192,0.198420886
0.822571996,-14.90770526,-35.30968343,59.12462005,0.198408422
0.799029658,-11.4921509,-36.0672375,57.21941659,0.198396315
0.763040624,-9.943682974,-36.58664413,55.29193336,0.198384753
0.739417873,-8.127686582,-36.70987927,56.81561953,0.19837355
0.742687798,-6.755145365,-36.60945926,56.58407399,0.198362296
0.777448923,-6.096807039,-36.62959407,72.92102012,0.198350516
0.816206818,-4.795334601,-36.86625105,101.5059815,0.198338149
0.870352658,-3.962955207,-37.36260025,144.824587,0.198324961
0.87150671,-4.169412169,-38.01312863,167.8823374,0.198311756
0.841280455,-4.148998914,-38.49140022,172.7559924,0.198299009
0.795753101,-4.133285508,-38.87451288,176.6786136,0.198286952
0.750522761,-6.727943758,-38.75936082,95.45948546,0.19827558
0.786051309,-7.804296468,-38.33380705,113.4470548,0.198263669
0.789017168,-7.253121263,-38.17892184,110.9428084,0.198251714
0.805761917,-5.659938741,-38.04045171,147.2443493,0.198239505
0.801124229,-7.312955951,-37.62774663,82.28193516,0.198227366
0.848202888,-8.051352878,-37.09179223,94.60616488,0.198214514
0.84467653,-6.904414421,-37.10666925,100.4620488,0.198201716
0.818520585,-6.020639931,-37.26964817,103.4865739,0.198189313
0.755753988,-8.420233198,-36.96945531,57.4992417,0.198177862
0.792028839,-8.849936514,-36.52084908,72.91572314,0.198165861
0.802895824,-7.511305249,-36.74747141,83.02387469,0.198153696
0.818993697,-6.461853154,-36.99571991,98.31268282,0.198141286
0.856338003,-6.862546102,-37.06902775,96.54530133,0.198128311
0.895358482,-7.131576169,-37.10443096,110.4227828,0.198114744
0.905988069,-6.331278557,-37.3173044,132.184003,0.198101016
0.917131047,-6.067901372,-37.53202749,154.03799,0.19808712
0.928355284,-10.17174003,-37.07390051,94.0499065,0.198073053
1.029503224,-12.15826379,-36.265152,104.355869,0.198057454
1.083645874,-11.70744771,-36.00696186,120.9571091,0.198041035
1.215776009,-11.75887009,-35.54466972,151.6645144,0.198022613
1.463401211,-13.15252313,-33.94507739,141.8893183,0.198000439
1.951765873,-11.14871566,-32.06402019,173.9255859,0.197970866
2.125149178,-9.719593923,-31.40680226,171.0730106,0.197938665
2.044771119,-10.71700023,-31.52944916,149.9955159,0.197907682
1.775416095,-14.78141414,-31.72511109,93.79781051,0.19788078
1.546956366,-16.31140981,-31.88396283,82.28322331,0.19785734
1.382397225,-14.90714444,-32.35076976,77.58270466,0.197836394
1.276435374,-13.04365853,-32.74013222,73.61848844,0.197817053
1.16123313,-11.49276987,-32.94487336,60.80049147,0.197799458
1.031975356,-9.538081477,-33.23220082,52.95309649,0.197783821
0.908841766,-8.498462526,-33.56944164,47.46787883,0.197770051
0.750122083,-7.826840842,-33.7090497,28.0507096,0.197758685
0.607201519,-5.535462653,-34.02167191,45.47300721,0.197749484
0.60931484,-4.567391077,-33.79315985,67.32107754,0.197740252
1.109644043,-4.642625664,-31.67798924,198.5497326,0.197723438
2.716613624,-1.869632351,-28.6830005,-19770.92991,0.19991259
3.914611896,-0.043968295,-26.10696822,280859.6746,0.207195667
3.818201012,0.364097853,-24.3185255,10105.19171,0.216304444
2.884442548,-0.578646822,-23.47261211,211.9520477,0.222046843
1.753600324,-1.393319341,-23.8012298,31.98842297,0.223184401
0.979628041,-6.078016612,-25.06546343,29.29167856,0.22321963
1.107656567,-9.733565577,-26.11435291,74.20419107,0.223203112
1.307424562,-13.07252269,-27.44302117,75.78978943,0.223183616
1.413010098,-12.98902734,-28.46227387,62.03268221,0.223162545
1.216449352,-9.692810688,-29.91035231,37.20043396,0.223144405
0.892195288,-7.578369099,-31.08192762,26.60437212,0.2231311
0.732033172,-5.112954595,-30.75438473,17.07129884,0.223120184
0.861734051,-3.220904596,-29.28453751,40.17446919,0.223107334
1.607594417,-2.54996108,-27.42651744,125.8170721,0.223083399
1.93295765,-4.589082816,-26.23660515,93.92015808,0.22353435
1.506317415,-12.04969642,-26.10540548,77.97261774,0.22410689
1.102216434,-22.84508206,-26.49336502,76.50071422,0.224244981
1.090366497,-28.07759363,-26.69558703,76.98352576,0.224281958
1.006848859,-29.32362693,-26.8911414,73.50506546,0.224267053
0.920216321,-27.41664815,-27.07304143,65.9823375,0.224253432
0.778597884,-23.55786524,-27.5579347,47.61142162,0.224241906
0.346086254,-20.60683414,-28.25286545,19.5458071,0.224236783
0.050858956,-16.23046035,-29.13687062,13.49603634,0.22423603
-0.068583692,-14.12138632,-30.46901472,14.17129409,0.224237045
-0.080470743,-14.83014761,-31.58110662,19.31345382,0.224238237
0.164540094,-12.95473702,-32.64114273,16.96301748,0.224235801
0.139463763,-12.24302789,-33.74727495,6.21970539,0.224233736
-0.11261229,-9.119262904,-34.42838709,0.292451959,0.224235403
-0.063015303,-2.281025613,-35.24580397,0.08622866,0.224236336
-0.029155714,-7.998918473,-33.10682043,15.75844777,0.224236768
0.815556134,-7.724234434,-29.63092795,58.21315577,0.225054259
2.147384238,-2.997784711,-27.18217636,569.8342842,0.226766214
2.783152281,-1.495973855,-25.97860289,353.0631328,0.228745806
3.17827939,0.315190008,-25.84473925,-519.4333542,0.230726123
3.574208635,1.259540236,-26.16721959,-639.073308,0.232149006
3.353585231,0.810196157,-26.49229279,-2485.134024,0.233058276
2.859000849,-0.667483156,-27.39607074,392.3892822,0.233543544
2.295258903,-3.020699101,-28.99508075,179.947005,0.233648155
1.757419034,-6.042077716,-30.89870309,86.66791979,0.233621807
1.331796171,-7.905874396,-32.56264369,74.87021397,0.233601839
1.057507018,-8.344857873,-34.04724682,52.4315709,0.233585985
0.933830685,-8.605759841,-35.29249066,78.1290801,0.233571984
0.942830987,-7.232436504,-36.01558568,77.24450818,0.233557848
0.861497417,-6.084412536,-36.52271231,70.71565314,0.233544932
0.779710155,-5.277738106,-36.9214927,61.87661885,0.233533243
0.685364088,-4.75070115,-37.18953002,44.41253325,0.233522967
0.525052079,-6.222508715,-37.03577557,16.92050677,0.233515095
0.309289485,-7.372555722,-36.52838005,3.593405416,0.233510458
0.198340997,-5.919073433,-35.98354498,6.31290636,0.233507485
0.60286379,-4.167756414,-34.95033934,123.0944056,0.233498446
1.033798578,-2.390586982,-33.70163959,143.5449299,0.233482947
1.284358096,-1.829119434,-32.0326789,210.4983502,0.233463691
1.786581048,-2.113854856,-30.34216748,361.5645284,0.233741293
2.561423636,-1.612800957,-28.73478874,1015.429053,0.23401714
3.468362532,-0.936843601,-27.23749777,48699.3015,0.235415945
4.24190148,-0.405920724,-25.79992277,2577.476909,0.23873221
3.768355564,-0.736420862,-24.91722269,1016.239064,0.241006071
3.035603525,-3.369189278,-24.38767048,123.4906483,0.242942013
1.987519617,-4.15470587,-24.61678799,27.77092793,0.244290584
1.195471571,-5.995732561,-26.12371547,49.93481457,0.244733627
1.147844693,-10.24503815,-28.01749755,46.34817236,0.244808035
0.822033829,-14.71961688,-29.59976736,25.11322561,0.244802279
0.687204393,-15.45814309,-30.71854898,29.09338062,0.244791986
0.751205339,-13.60608439,-31.7885966,32.28292608,0.244780734
0.832438556,-11.11883776,-32.59879007,41.89166499,0.244768266
0.890393587,-8.762225182,-33.08571579,47.6021,0.244754929
0.93829423,-6.802496273,-33.3534225,58.42425049,0.244740875
0.965472542,-5.62920912,-33.69049024,68.72698408,0.244726414
0.947808936,-5.006769675,-33.99734641,67.52221372,0.244712217
0.943665175,-4.419875532,-34.02865836,84.44838915,0.244698082
0.982144355,-3.141434508,-33.87832407,95.03094832,0.244683371
0.848912104,-4.156263643,-33.73372778,37.86353559,0.244670656
0.726858271,-5.013172631,-33.43944532,30.51876367,0.244659769
0.805033545,-4.362381119,-33.28234477,58.60309481,0.244647711
0.815382925,-3.419008565,-33.31402415,42.85981848,0.244635498
0.649586639,-3.511944661,-33.41813113,23.51065862,0.244625768
0.526413531,-4.115615364,-33.49968721,14.32502541,0.244617883
0.462832564,-4.826651048,-33.44959668,13.89963263,0.244610951
0.50013059,-4.536339168,-33.35098698,17.42098359,0.244603459
0.393426684,-4.805425697,-33.44818087,6.496655782,0.244597567
0.154731341,-4.389956687,-33.50547622,1.172915756,0.244595249
0.133555937,-3.778158737,-33.67715235,6.217722844,0.244593249
0.164941396,-4.545075047,-33.72217192,1.915054059,0.244590778
0.061319941,-4.293144003,-33.75480893,1.450696982,0.24458986
0.137247584,-4.897892971,-33.67690846,6.739785861,0.244587804
0.457649311,-3.560884246,-33.72274746,67.88605884,0.244580949
0.664747839,-2.29037169,-34.05909684,89.52375219,0.244570992
0.713227977,-2.918451987,-33.95337212,73.99804047,0.244560309
0.771338369,-3.604505327,-33.6357832,89.1123879,0.244548756
0.897215866,-6.308271991,-32.91870664,60.9537854,0.244535317
1.033468427,-6.822919458,-32.15760107,61.90714763,0.244519837
0.995266991,-5.691838716,-31.96354161,64.25298495,0.24450493
0.997197968,-5.062263527,-31.8853965,63.83154148,0.244489993
1.024284942,-7.402769976,-31.62670223,53.66962045,0.244474651
1.097562548,-7.207664782,-31.25575659,47.47686298,0.244458211
0.968944051,-6.023925245,-31.39011316,44.5114487,0.244443698
0.855891998,-6.13049321,-31.46093525,33.91363776,0.244430878
0.820110951,-6.166013673,-31.32774509,33.20012747,0.244418594
0.78549609,-5.520905979,-31.14488776,25.94651924,0.244406829
0.704243429,-4.389854213,-31.22547845,25.08190628,0.24439628
0.626953314,-5.421383172,-31.45748767,24.32464119,0.244386889
0.6305855,-6.727434294,-31.22353523,20.28708898,0.244377444
0.486656396,-5.543131534,-31.1314534,7.034573787,0.244370155
0.322219216,-4.178098559,-31.48099124,9.084893571,0.244365329
0.359255346,-4.380498886,-31.61956264,8.926325536,0.244359948
0.372614154,-4.502605626,-31.61771893,9.774469365,0.244354366
0.429736516,-4.568528467,-31.64595147,14.15949068,0.24434793
0.470512563,-4.426784252,-31.67667263,12.72727718,0.244340882
0.500815357,-3.570885639,-31.86984862,21.46211792,0.244333381
0.565510568,-3.975665207,-31.9680675,21.75260143,0.24432491
0.624824729,-3.620124574,-31.68139848,23.42454617,0.244315551
0.632211532,-3.355999837,-31.4382716,24.01560111,0.244306082
0.590331783,-3.574355092,-31.27262227,13.35687346,0.24429724
0.596266854,-3.331663432,-31.23550318,24.88241409,0.244288309
0.643190512,-3.463815062,-30.9992501,14.0396572,0.244278675
0.511637794,-3.37948895,-30.86641925,7.966505208,0.244271011
0.463226377,-3.364792216,-31.08033351,13.4810338,0.244264073
0.535557859,-3.532596879,-31.40410216,14.53646643,0.244256051
0.331325453,-4.257093198,-31.68599818,3.365426386,0.244251088
0.062922923,-2.398031313,-31.71893122,0.143249527,0.244250146
-0.003134426,-0.452333212,-32.01759575,0.029979081,0.244250193
-0.006400876,-0.42179189,-32.0380148,0.057937377,0.244250289
-0.005851357,-0.432800951,-31.66605356,0.02586695,0.244250376
-0.003172486,-0.315995235,-31.29589839,0.039344316,0.244250424
-0.002731789,-0.576810474,-30.98589106,0.139568607,0.244496921
0.007892056,-0.615764592,-30.8993611,0.183107626,0.244751239
0.022792309,-0.606694267,-30.76775615,0.266249172,0.244750897
0.007432754,-0.358505636,-31.16361341,0.009113458,0.244750786
0.00241755,-0.404011317,-31.6234694,0.264989825,0.245013722
0.061949812,-2.146757206,-31.67528999,2.267105027,0.245284279
0.180424175,-3.508117867,-32.07693214,4.400274774,0.245281575
0.131288794,-3.257277894,-32.62374056,0.977698381,0.245279608
0.065997645,-4.234437524,-33.23630722,3.681618266,0.245278619
0.3460111,-5.151562513,-33.26279011,31.3233291,0.245273434
0.88054801,-2.336749727,-33.29852825,539.1983134,0.24526024
1.301789507,-0.661715656,-32.59074398,-813.1039078,0.245240733
1.597002141,-0.417932512,-31.38356448,393.3164056,0.245216803
1.854866796,-1.733188606,-30.32460382,299.4537083,0.245189009
2.075434137,-2.762613816,-29.29996911,217.5051716,0.245688297
2.253044421,-3.322062908,-28.46345669,180.3458786,0.246616228
2.254159708,-5.167123202,-27.86466828,125.5254951,0.247433021
2.166087501,-6.198424697,-27.45252188,97.97974437,0.248263453
2.133610277,-5.112759178,-26.8162971,102.761852,0.249000429
2.090884823,-4.953673555,-26.58081287,96.35357789,0.249776798
2.202487921,-5.103676164,-26.21962098,118.5093021,0.251047606
2.111943981,-3.637272491,-25.8929,83.32814872,0.252610006
2.132975686,-3.938714185,-25.66417715,105.43548,0.254245256
2.582598058,-4.210380854,-25.26333436,135.2519329,0.256312355
2.363185343,-3.431854759,-25.17022232,90.8234725,0.258666988
1.690775307,-4.476560186,-25.17676321,25.06723109,0.260809144
0.956882054,-3.725073543,-25.39558493,5.837577008,0.26243401
0.717617026,-3.035451508,-26.42547799,18.58300143,0.263350607
1.182960133,-3.690171077,-28.19655941,97.1355201,0.263678924
1.602336809,-2.657606002,-30.44971672,698.3608561,0.263738593
1.654463244,-1.895635584,-32.31657503,368.7540102,0.263713534
1.389860528,-1.299805735,-33.56314684,977.0175274,0.263692484
1.161300929,-0.283894441,-34.54670939,-2502.419425,0.263674895
0.982062423,-0.58023705,-35.07285992,479.4622559,0.263660021
0.787448567,-1.986086865,-34.98587317,29.97367195,0.263648095
0.273125466,-2.73452296,-34.93955938,0.071232205,0.263643958
0.019544294,-2.59109423,-35.55522579,2.157449525,0.263643662
0.067497445,-6.651751955,-35.41916871,1.637718365,0.26364264
0.262493296,-7.026029608,-35.78676619,28.19070025,0.263638664
0.629522002,-5.077106513,-36.53234151,103.0345953,0.26362913
0.767934004,-6.851138228,-36.78423731,100.3231381,0.263617499
0.984653581,-9.234148394,-36.29406465,124.6005922,0.263602585
1.224750251,-13.42021031,-35.28720198,122.1614236,0.263584036
1.485215142,-17.34837506,-33.83844532,130.7737618,0.263561541
1.809380742,-20.25036568,-32.53554167,143.3447466,0.263534137
2.221396239,-18.06781908,-31.92135993,194.5618271,0.263500492
2.301900155,-17.43879613,-31.79201237,187.3786716,0.263465627
2.413544416,-18.29747504,-31.40056388,188.6198137,0.263429072
2.41726398,-18.67306722,-31.25220761,177.1465678,0.263392461
2.38619509,-16.90710398,-31.53621394,187.4475468,0.26335632
2.224748081,-15.63167181,-31.99394819,160.571185,0.263322624
2.001220645,-14.7824623,-32.23498019,142.4993582,0.263292314
1.900074633,-14.28028141,-32.40537177,141.0745403,0.263263536
1.767074825,-10.17397162,-33.03318019,155.5035395,0.263236772
1.43994396,-8.270694457,-33.84172885,116.4806369,0.263214963
1.31728427,-8.018413718,-34.01038637,115.2819555,0.263195012
1.294430115,-7.827341241,-34.06062992,119.9376093,0.263175407
1.368308837,-6.693815104,-34.26960509,166.2257305,0.263154683
1.333003859,-6.439793911,-34.56959102,124.1967407,0.263134494
1.192488758,-6.538674498,-34.70348426,103.8261586,0.263116432
1.074617481,-6.467151567,-34.84533228,78.53525222,0.263100157
0.877141193,-0.415837297,-35.84405124,-27.08905963,0.263086872
0.642396518,1.890162114,-37.32597129,-66.09834743,0.263077142
0.674580802,1.466650297,-37.93738149,-119.7287023,0.263066925
0.766310448,1.937732289,-38.3712702,-101.7932572,0.263055319
0.928748558,6.056111304,-39.1164163,-50.83059914,0.263041252
0.972919154,7.62216151,-39.89839316,-66.50034322,0.263026517
0.909910092,6.133099901,-39.9144044,-74.04816429,0.263012736
0.853544284,3.537613155,-39.54719842,-158.9279657,0.262999808
0.908241819,3.161334112,-39.23960535,-133.1702914,0.262986052
0.916872954,3.511636008,-39.24363402,-96.17313626,0.262972166
0.83201381,2.624629275,-38.98143615,-143.8203439,0.262959564
0.799893103,1.210619437,-38.55794029,-373.6876992,0.262947449
0.865429489,0.830641133,-37.83006805,-156.205845,0.262934342
0.977067117,2.306010892,-37.06479841,-111.4738345,0.262919543
0.888904839,1.566652593,-36.73187383,-134.6844093,0.26290608
0.690329315,-0.301530083,-36.33928328,60.44554721,0.262895625
0.876876536,1.051122261,-36.50405252,-122.9989402,0.262882344
0.99743353,2.504611082,-37.23663419,-98.96165769,0.262867237
0.826635533,0.578520476,-37.34319655,260.8626967,0.262854717
0.792423759,-0.106626145,-37.37859958,-1313.968273,0.262842715
0.854528969,0.70079669,-37.68709988,-182.0660907,0.262829773
0.842246014,0.556345382,-37.70549232,5229.177836,0.262817016
0.826215016,0.461829233,-37.70496388,-366.0424497,0.262804503
0.855182427,0.454158309,-37.85309161,-707.2609337,0.262791551
1.018948989,2.464738316,-38.43826324,-250.6715364,0.262776118
1.064050569,1.436509659,-39.22826218,-1052.182651,0.262760002
1.042308031,0.30453589,-39.27511392,-1000000,0.262744216
0.983871091,-0.622711183,-39.18244778,1048.835795,0.262729314
1.050194024,-3.478519433,-38.6656796,281.7589405,0.262713408
1.196714505,-4.695105717,-37.97693295,355.5833965,0.262695283
1.242262938,-5.598691795,-37.5511547,306.3357843,0.262676468
1.299596492,-7.001893537,-37.05074936,249.3196896,0.262656785
1.586374709,-11.06310537,-35.76991938,242.9548345,0.262632758
2.327086603,-10.98200954,-33.74770255,369.4136281,0.262597512
3.146590783,-9.87521563,-31.82603691,482.0270632,0.262767335
4.266866034,-8.686849868,-29.79423806,698.7124083,0.263205499
5.21704719,-5.513357648,-28.45810112,1290.895056,0.263794093
5.683168467,-4.737563149,-27.8144375,1486.553198,0.264683907
5.953981245,-4.778485325,-27.24354716,1217.752291,0.26568012
5.803456346,-5.593450835,-26.97741456,859.124109,0.266570396
5.771581348,-9.604393127,-26.6153825,569.9860831,0.267221973
5.979616957,-12.07091484,-26.81520554,706.4337889,0.267862295
5.913836889,-11.90446938,-26.89312743,612.9545129,0.268415909
5.702090363,-12.6308419,-26.8832109,539.4291413,0.269004511
6.252418917,-14.56572121,-26.27505535,603.196501,0.269823617
8.320181843,-14.33424338,-25.62179815,1309.80582,0.27052935
9.095402911,-12.82727944,-25.43696569,1132.189152,0.271469804
8.513412421,-10.59352351,-25.02332241,1006.991513,0.272399105
7.702759954,-9.863787993,-24.58933681,541.2368231,0.273314352
7.31676289,-11.1211496,-24.24329942,569.9391476,0.274031195
7.756424996,-13.05221255,-23.80488613,496.7035471,0.275065949
7.880107819,-14.54258883,-23.21406857,423.6526806,0.276393804
7.690937022,-16.71123989,-22.44856276,281.7588951,0.277981188
7.874864453,-16.26018865,-21.85336856,363.8774555,0.27997286
8.325442761,-13.44716316,-21.79070451,420.8877677,0.281634642
7.980362336,-11.29505015,-22.20431876,437.818281,0.283304661
6.938169072,-10.12727322,-22.98734917,334.5850182,0.284505353
5.78320893,-11.51602203,-24.10289675,256.1521402,0.28532287
4.687331052,-14.11359777,-25.31671046,181.1725929,0.285813327
3.671685747,-15.25106124,-26.27412088,124.4975973,0.286148063
2.892923189,-17.50636429,-26.71041004,78.7950615,0.286277864
2.61237432,-17.35794122,-26.90665476,82.738947,0.286238564
2.443667254,-14.92705792,-27.40390209,75.06173492,0.286624341
2.037179986,-13.67367277,-27.96716411,59.566181,0.287141237
1.87597337,-11.11764158,-28.4600722,60.51494931,0.287228367
1.877441625,-8.028936188,-28.47373047,64.16686296,0.287505289
1.634142226,-5.584815885,-28.85565504,51.24520915,0.287883519
1.312440797,-4.658322536,-29.44262029,37.48925092,0.288031438
0.849831622,-5.131803,-30.5061806,10.11226467,0.288097628
0.329496514,-7.480225786,-31.88298946,5.077824803,0.288092671
0.374822246,-8.981890668,-32.21423835,13.87211468,0.288087032
0.708637225,-8.728498767,-31.94894024,20.27611868,0.288076371
1.019664135,-6.154800528,-32.7597735,77.47875454,0.288061031
1.05926211,-5.934370207,-34.47510262,80.38387328,0.288045096
1.069010802,-6.274492976,-35.38712985,102.7208655,0.288029013
1.091564942,-6.453676859,-36.00615236,118.4862784,0.288012592
1.146892597,-7.389973321,-36.11807632,114.6307649,0.287995338
1.241093159,-8.08455399,-35.97700133,124.5019879,0.287976666
1.334273068,-8.584206983,-35.68679637,142.4128398,0.287956593
1.581030573,-10.23659361,-34.5383646,161.4602464,0.287932808
2.245543068,-11.20950523,-32.43403859,244.5277057,0.287899025
3.528188603,-9.32014826,-30.06420344,562.1591257,0.288278237
4.785232597,-6.399001292,-28.13028133,742.4775574,0.289436658
4.990578692,-5.370902719,-27.22738047,495.0729862,0.290555683
4.643983355,-9.866999475,-26.86011674,242.3093159,0.291283087
4.600984056,-11.28578249,-26.49430681,284.5294297,0.291845989
4.352813378,-8.664548734,-26.3130636,247.2256551,0.292771022
4.204217406,-7.470649904,-26.1305782,273.3539222,0.293530329
4.394785266,-6.71059999,-26.034781,343.7048987,0.294152517
4.525788174,-4.833513139,-25.97792072,556.1473373,0.295082186
4.621456632,-2.824216584,-26.00215805,860.6565313,0.296239222
4.550688882,-2.344335526,-26.24475027,774.7350054,0.296949711
4.132736015,-2.65637342,-26.74745489,473.5947424,0.297590018
3.753000672,-3.108742773,-27.31987413,537.3382194,0.298239459
3.40289653,-2.464964692,-27.75398438,477.3582576,0.298890463
3.238797223,-2.037414984,-28.2066425,757.0123373,0.299378261
3.14387503,-2.134604797,-28.8310357,437.2065872,0.299574056
2.590722549,-2.795118394,-29.49434381,264.5203018,0.299807028
2.196546551,-2.927980011,-30.00427911,195.6940132,0.30016617
1.963000961,-3.723643106,-30.59368854,136.425899,0.300330593
1.780320348,-4.830342778,-31.24058774,116.1863448,0.300368994
1.69148872,-5.5499566,-31.9586848,117.9580315,0.300343436
1.622489647,-6.252449884,-32.61638282,119.157175,0.300318921
1.611574419,-6.72680712,-33.11592247,124.7397492,0.300294571
1.617615499,-8.501354068,-33.6000548,124.9274275,0.30027013
1.604858606,-10.45205794,-33.98363445,119.1597951,0.300245882
1.53460466,-11.30669827,-34.28650838,117.6523053,0.300222694
1.477386392,-11.63896416,-34.6191848,116.068894,0.300200372
1.425220266,-16.51134993,-34.42024413,89.39100853,0.300178838
1.573235147,-20.41870821,-33.54226072,94.05229847,0.300155067
1.840924773,-23.25021512,-32.58844064,119.050069,0.300127252
2.581393861,-22.37110314,-31.14223086,194.8401657,0.300088248
4.218898852,-18.53179899,-29.77893542,503.5712841,0.300457202
5.647627626,-15.23994292,-29.00445796,720.7996747,0.301596474
6.487473326,-11.17408653,-28.36899993,1325.755993,0.303957005
7.14176568,-7.444807648,-27.39050593,1549.142081,0.307227163
7.376104354,-7.638783087,-27.16763152,1095.442491,0.310059437
6.914214646,-14.33383616,-27.26484244,516.2852423,0.311206838
5.824563116,-21.59535465,-27.39229598,314.7461548,0.311379553
4.905228745,-24.91882047,-27.52824232,223.8699305,0.31135721
5.098795879,-26.59849898,-27.28624103,320.9781913,0.311298166
6.153564031,-24.25693141,-26.71546653,415.8541177,0.311204902
6.649048446,-18.00522439,-26.28785421,506.1638975,0.311104127
6.442631402,-13.644068,-26.22387863,448.0471594,0.311383942
5.744279013,-17.67021973,-26.53945538,269.3995119,0.31168656
5.835539141,-22.3327131,-26.42231029,351.1043361,0.311598114
6.709491303,-20.40751372,-25.89773823,386.4079134,0.31149642
7.131002676,-20.1293145,-25.84540605,406.3237337,0.311388337
6.896013655,-21.34086768,-26.2316954,372.980359,0.311283816
6.07694629,-23.78444038,-26.67767753,280.2516874,0.31119171
5.348141844,-24.32158067,-26.852668,247.3442266,0.311110651
5.281658322,-21.04148568,-26.75615361,288.9566305,0.3110306
4.941428344,-21.86972822,-26.90829163,177.8595657,0.310955706
4.346911732,-24.03228731,-27.18220485,181.5498915,0.310889823
