date,QE,QH,RTS0,Lstar
2000-01-01,2.51978324089363,-3.73897557631699,-27.8883330546864,-319.373538727124
2000-01-02,1.74165308081276,-5.46892989432126,-31.717659487178025,-152.968846801856
2000-01-03,1.25167845519928,-4.22763605884711,-33.4230245718862,-86.6503405453701
2000-01-04,0.501408376749637,-10.6479474414241,-33.33743773300728,-5.84546096634438
2000-01-05,0.455403715323960,-11.5527020774641,-33.31031258175082,-4.12315650789350
2000-01-06,1.02388731132886,-7.93560784507508,-35.252616620387926,-51.6189105564679
2000-01-07,0.616686955713860,-8.87619685771733,-36.832468954115825,-22.1905090010282
2000-01-08,0.663477893306105,-7.43476061847650,-38.130658449965125,-37.3734820944795
2000-01-09,0.323360827226415,-11.1748912236749,-36.69355532324232,-4.83796057917086
2000-01-10,0.950263906948239,-5.90665087709294,-36.42643013517008,-64.9181551224371
2000-01-11,1.13775311237173,-0.394783433825069,-36.271365483579956,-1796.40147803298
2000-01-12,1.07723925203929,1.40508668537404,-37.39074426389803,357.415253533566
2000-01-13,0.956909793829879,0.508128012489124,-39.22833624362681,1434.28973204651
2000-01-14,1.65189164200244,-4.73134833486347,-35.06748296710205,-539.480991587512
2000-01-15,1.49812495424210,-16.6402687323753,-35.82539285636312,-202.459066036665
2000-01-16,1.25118323418773,-11.4974274088090,-37.49582088396005,-231.973083595459
2000-01-17,0.906111293997300,-7.67435399085571,-39.84559815961907,-145.533587006286
2000-01-18,0.707218079393786,-6.68436177708008,-41.54022514612717,-105.608781352848
2000-01-19,0.575267829555240,-4.92898499783360,-43.68443068975998,-150.223588601251
2000-01-20,0.578716160765129,-6.36264978116014,-43.45814581275059,-120.316245170585
2000-01-21,0.836253221824081,-3.18565046562071,-41.564059124936705,-360.962790752581
2000-01-22,2.36532688037961,4.95518439912576,-32.94741955961288,510.205346401079
2000-01-23,6.35756688918734,6.59567187394532,-21.537970429006265,963.702494976520
2000-01-24,7.44719158341439,-5.90556885921796,-18.675597904850093,-1990.56181988539
2000-01-25,4.55835691119512,-10.8917314470573,-23.09801314429157,-462.082114977742
2000-01-26,2.03179516770837,-13.7143141291535,-28.852910848270255,-131.280124782644
2000-01-27,2.01482998393124,-8.40542535362874,-29.268585386115205,-167.997265223296
2000-01-28,3.79257969841450,-16.1285337923127,-26.650093593024593,-427.084731353022
2000-01-29,6.72336396546871,-7.63941040742975,-22.67710601168045,-2238.06866119924
2000-01-30,5.63362986177459,-8.81755316993622,-21.66855860151918,-774.150346558540
2000-01-31,5.25604420697127,-3.58847423684801,-22.359778260646863,-1417.18650795534
2000-02-01,4.43597710531781,-4.37062637349300,-23.183046195820282,-674.473315925824
2000-02-02,7.71776711222390,2.01101841199852,-20.01196652250283,4391.51460599396
2000-02-03,7.35421162213485,-17.7819179136313,-20.766017655793036,-479.120579272769
2000-02-04,6.16556935736321,-11.8437318864144,-21.729304331245118,-439.824503220118
2000-02-05,3.94478635099233,-11.2273676427658,-24.62209611399723,-263.341219700078
2000-02-06,2.79080649160876,-24.0010232691175,-27.51645814364224,-96.9677385514462
2000-02-07,1.79147715838393,-14.7622767762477,-31.466706147089155,-79.5133111590394
2000-02-08,1.35587381817017,-5.69103093738386,-33.27239164750762,-64.1008639289374
2000-02-09,1.61807979808914,0.373578851512775,-30.92737005133685,691.733764700513
2000-02-10,1.62153671253806,1.41112943160579,-29.040310225666474,227.601926816997
2000-02-11,1.53052878245954,1.58044874588677,-29.418363481975973,136.664056495544
2000-02-12,2.03468054665608,2.78975970694091,-28.080067120828204,103.782621815202
2000-02-13,1.74713832814854,0.121302796307191,-27.039639311048347,579.256744009232
2000-02-14,0.962880900745891,-5.81837138702258,-30.28455459429506,-28.3336142155224
2000-02-15,1.74118554788348,-6.03225393837556,-29.659890047700628,-113.097878012730
2000-02-16,1.46035339385320,-0.0722487143229955,-31.924844301340812,15651.8311819086
2000-02-17,0.963530931138169,1.69265214176266,-33.6716099474186,28.3690686023917
2000-02-18,0.802536519126096,-1.14703905543729,-31.352470024962088,-33.8661212836451
2000-02-19,2.10848256245203,-3.48656730229959,-29.773489151341664,-293.087121602403
2000-02-20,1.78945952101504,-3.61869410499912,-30.340563278879586,-184.586991974741
2000-02-21,1.20389098613941,-3.85539475541282,-32.64614930667912,-88.1298859308677
2000-02-22,1.45227167809494,-3.92491370536845,-32.87991994196929,-169.849949654914
2000-02-23,1.19096028996105,-1.61401915537454,-33.16132158179508,-171.113019639233
2000-02-24,0.906109736263470,-1.91842204049317,-34.92666476707009,-95.8779780523862
2000-02-25,0.596237364002237,-0.348170210401122,-37.01616656899239,-197.544531327784
2000-02-26,0.802787066327211,4.18907412289354,-37.650765344940766,39.3129318822486
2000-02-27,1.08661386283587,9.46051277960441,-37.39704725512948,40.0473904199415
2000-02-28,1.12358912865775,9.07044257787857,-35.86894365161146,31.4703649587876
2000-02-29,0.752610423770514,5.37025985271953,-34.98735851052592,8.14952830447428
2000-03-01,0.726880509759990,12.2174324701898,-37.86656023008541,2.96448278059553
2000-03-02,0.723361660171754,12.5375318206909,-36.72728052932456,2.15018226113672
2000-03-03,0.522813099088517,6.87013135904817,-33.62242606148334,0.756165775952958
2000-03-04,0.215254931622796,2.66542468588256,-32.233170159507495,0.125660553100832
2000-03-05,0.0799171390049562,1.07290639845198,-31.003961137408993,0.0262882324476702
2000-03-06,0.0317326811096707,0.412921574996743,-29.30596801339115,0.00546958700168003
2000-03-07,0.0753227041501609,1.17774179198540,-27.833085111283737,0.0171041662582338
