date,QE,QH,RTS0,Lstar
2000-01-01,-2.54566417560505,-40.7031998132719,-29.709580069673024,-0.473742254046410
2000-01-02,-2.27383340560069,-42.7551218073291,-30.31030767515432,-0.753988660005551
2000-01-03,-2.31433548338945,-41.7259595614211,-30.113807404195654,-0.524325981000026
2000-01-04,-1.58073170081855,-40.0420046932393,-31.080108956307328,-0.359992459068367
2000-01-05,-1.58480898289253,-45.6411158342439,-28.516449635396867,-0.853471437865147
2000-01-06,-0.146331988284235,-51.2527650950557,-26.620169499052253,-1.18132645216800
2000-01-07,0.195052123969989,-46.1657314087543,-26.919238527960147,-0.921052231472234
2000-01-08,-1.53128054805555,-24.4116036133362,-23.215061674057978,-0.530126402136058
2000-01-09,-3.00094893781809,-27.7993578094033,-17.087041235702316,-3.56422041907532
2000-01-10,-5.14601659825777,-46.9980387983610,-19.289808397248834,-2.89937438616187
2000-01-11,-0.101571595546105,-45.2464883524585,-16.47117857384376,-4.30792170519252
2000-01-12,24.3215830744316,8.50732571960293,-7.087160158914685,33.3958181929448
2000-01-13,19.8514864699358,8.95367101066563,-6.009851217981861,7.54466506134251
2000-01-14,26.2936666896512,1.55591701060825,-7.476692372692071,81.2890940708803
2000-01-15,32.2529510443875,-9.73560965569050,-8.04531900362548,-68.4562824836928
2000-01-16,26.8333767634427,-2.38973145498790,-9.959752916277466,-432.869018597655
2000-01-17,32.6349306133384,-3.21250732360295,-9.401286710064426,-521.445347326580
2000-01-18,24.4017178785621,6.55887705066448,-7.991818352531027,11.9241531715667
2000-01-19,35.6444259204551,16.5194034121250,-6.240939562470601,15.0836099466583
2000-01-20,2.51642935995360,-73.8529991065202,-19.373890724509494,-9.56727130646091
2000-01-21,18.0075925775061,14.6253925772733,-10.636772626116226,5.14402738575666
2000-01-22,20.5470635440892,16.6161236042169,-10.031032599145703,5.79961671414603
2000-01-23,20.5262222212019,21.9917543790039,-9.420763601833016,3.83897038641695
2000-01-24,19.5391487946047,15.8698716740462,-9.986660657009054,4.19135238780423
2000-01-25,21.4828194005424,14.0121379030063,-9.485933479626453,3.20083682381930
2000-01-26,29.9078571782094,21.1459751077493,-8.517545861280553,7.15555942473818
2000-01-27,28.8932433253867,15.9018713008834,-7.969359321983859,10.3538674121844
2000-01-28,27.9547026168492,20.4934498562959,-8.311912243863787,8.07721004788830
2000-01-29,21.4809567653431,18.9901365148096,-11.174358302626047,7.94992159854670
2000-01-30,19.7223983397591,20.7796061873426,-11.200122232138426,2.90225910925856
2000-01-31,31.9224466115346,29.0201447586651,-6.875660164454018,2.51626615007541
2000-02-01,46.7850558032515,18.7112064135831,-6.730466908832,27.2919967723218
2000-02-02,-1.75939634100204,-42.2836373666148,-18.502433553380513,-3.16588365531620
2000-02-03,-0.835447456680123,-55.5584181785421,-22.83555798549608,-2.91025576430635
2000-02-04,-2.06884346621021,-33.4582490202275,-22.898535597677295,-0.975109682858162
2000-02-05,-1.87149269784526,-31.8992830651999,-22.796175839816215,-1.02627871690347
2000-02-06,0.0520180987276788,-30.9071490538360,-17.975061176325966,-1.57165260885455
2000-02-07,-0.982483145989685,-29.9488142488093,-19.171501337183145,-1.92386475384589
2000-02-08,-1.38149796481755,-41.5256423977522,-25.214769370487744,-1.75830055085676
2000-02-09,2.50470241573395,-54.0581036933988,-24.012667086536567,-3.79930372854711
2000-02-10,1.63584250476638,-46.2115989780743,-25.8766231341217,-1.71379058022710
2000-02-11,3.21747979645780,-49.2426774838746,-20.104228356055813,-2.58366937361957
2000-02-12,2.85996362847171,-65.9887844574125,-16.953838628370704,-5.97823030885458
2000-02-13,7.58997163237374,-81.3686591668102,-17.298207055152204,-5.67702721711535
2000-02-14,4.90001477992945,-63.8651021293440,-20.781040018744108,-2.99589351671949
2000-02-15,5.59545429017496,-66.2643308923546,-23.470904357999473,-4.24307676343748
2000-02-16,6.22718693525357,-29.6021458590048,-15.624295024163871,-2.80522799753502
2000-02-17,6.70658037155721,-60.9146527596151,-16.327647942144836,-6.35111817832738
2000-02-18,-1.91480582700093,-51.2028460698079,-22.43539621028242,-2.44998936922449
2000-02-19,24.9266036075640,27.6928403972732,-4.706723624034339,1.12431264537036
2000-02-20,66.3439150599948,16.6997970419325,-12.545348532360038,110104.010565447
2000-02-21,49.6841594234993,19.3035842794106,-6.8418727502053684,45.4748421888606
2000-02-22,53.0554664652787,10.6826731570281,-6.087178959811581,59.6855155834127
2000-02-23,50.9200594827580,11.9415745841848,-5.97233321290696,37.9963784075494
2000-02-24,39.8517467924980,24.5632406604377,-6.6006131994356565,7.59116970949342
2000-02-25,37.5197784605632,28.5791938208856,-6.226782719683797,4.05034760102903
2000-02-26,43.8153539375944,31.9197545424772,-5.822061513536653,5.94051037410733
2000-02-27,44.3085398210838,28.6780337613072,-8.09614179785325,13.9755233314360
2000-02-28,43.1937836051928,31.7417381892130,-4.212243901344493,3.74670853320973
2000-02-29,52.8982936660791,36.2355003637965,-2.561570087601126,3.98775579283836
2000-03-01,45.4375957340770,35.6469286760978,-3.5231977261624365,6.58768060080317
2000-03-02,40.2218061726055,38.7593625734075,-2.123432290756682,2.51654592137302
2000-03-03,50.4159361695336,38.3565986520130,-6.331882815927145,28.7966142228856
2000-03-04,42.6690065022261,33.5550175296912,-1.6535890855782327,1.81868738952907
2000-03-05,64.2213569287375,35.6891395000157,-3.082514573473645,9.18361498473085
2000-03-06,56.0273952266227,29.7208762203322,-1.8496598206737644,11.7629393454404
2000-03-07,63.0387522270037,21.5500271106339,-1.3929867331560786,16.6356392616288
2000-03-08,62.8346041544618,29.4688512326836,-0.9944725178013414,8.84007688212840
2000-03-09,49.4097863231406,35.0421871355666,-3.097936989270636,10.2691278811948
2000-03-10,47.8477359327659,36.3919616885491,-2.3260589378401733,4.70161471608122
2000-03-11,62.3641555672998,39.8052033119247,-1.3802539756816259,5.16999401241892
2000-03-12,52.0002310223599,38.1024222915189,0.5244328266899743,2.61268219851210
2000-03-13,58.7754307621598,38.8994330376463,-1.014553360507989,6.27313088738410
2000-03-14,54.7947323236910,45.5247608836380,-0.222845007218325,5.08014093571091
2000-03-15,54.7024897428268,45.4575288329891,-0.1168283192920967,4.84272150780455
2000-03-16,54.6971420334850,40.2908696951813,1.487872955632895,2.89374933273783
2000-03-17,79.6338455075431,23.8252814727016,-2.5532653349918064,55.9252453373857
2000-03-18,66.7815505435656,33.2398382593321,2.764410648617286,3.83256734116626
2000-03-19,97.2409043304834,8.70557252119488,-1.444276308886515,228.402287753911
2000-03-20,67.1704691551954,26.3161581421564,-0.964575398998818,19.5979337828648
2000-03-21,83.3692498804035,34.7739517772802,0.9041964588908513,18.0466512168697
2000-03-22,88.5476423776797,25.8476935540871,2.1016471889086006,15.0164840745597
2000-03-23,91.5203803926757,25.8083742856088,2.1012827463014787,25.8822259470699
2000-03-24,94.2662428101524,32.5668778477898,0.6575815537377707,42.4212929313041
2000-03-25,59.5441622965830,46.4583157554700,-0.6125714178430144,5.32641751539733
2000-03-26,54.9642741603232,35.3194005701112,3.1800671198206487,0.941723093184111
2000-03-27,140.637567375539,-6.68229493359831,-4.0706241279987125,-4767.84623455383
2000-03-28,62.9651506403953,33.7925969798978,6.620975311738221,1.34316643495511
2000-03-29,100.533287644590,34.8065650686767,-0.50154275718711,74.1729300876185
2000-03-30,77.3196350503767,29.9706876635676,7.734881956540562,1.99861608408076
2000-03-31,124.703971920529,15.0369964674283,3.1506685452414445,71.3423916327273
2000-04-01,103.900355372345,25.0469425992637,5.703060878090184,14.4669943492142
2000-04-02,98.2868562979436,30.0765697262195,2.0779645864848817,43.9489290348796
2000-04-03,93.5166461076449,41.6252249967540,6.0491018383141295,6.64897859100710
2000-04-04,96.8959560563742,33.1844751635067,2.4729045410350636,35.4750090289118
2000-04-05,89.1175712943031,35.4540549883291,3.321793391262929,13.5636717922049
2000-04-06,90.2393584250458,34.4178290172795,1.5138133191119891,27.1475019126063
2000-04-07,109.129591403656,27.6043605710965,3.6756598586439964,27.6480521231833
2000-04-08,97.9043035018717,36.7151638271189,4.786247700851902,12.0775723445350
2000-04-09,92.2917899706923,53.0380755697045,9.51875376004034,2.00861789852894
2000-04-10,83.2636247229187,69.2529075814318,0.4719802420827932,32.8933632424470
2000-04-11,79.1028855174629,44.5949154322909,4.70931504738644,3.98094348635475
2000-04-12,107.383579535090,32.2815611835640,3.323261406819654,32.8357144525918
2000-04-13,94.5812810376537,36.8389597253104,4.535967411332479,9.69411429166776
2000-04-14,102.659301563640,30.0528167724774,4.984616681752755,12.9944861938523
2000-04-15,107.376472117339,40.1176243685366,9.460748345849936,3.51910320190011
2000-04-16,84.7878661305032,63.4692351843373,6.007512806550835,7.80405233497680
2000-04-17,86.7949404818387,52.1322967824535,6.978708470076754,3.98156294362956
2000-04-18,103.404741098431,33.9284859850641,5.0408835496427855,8.40942575792062
2000-04-19,103.485018260018,38.9081060386902,4.4219574066953555,16.4216046978025
2000-04-20,121.965513828275,46.9079277367089,9.179670067164693,5.19602105218061
2000-04-21,99.2077116655528,46.9642147803365,8.29856935996986,4.07135962545420
2000-04-22,78.0647724362804,39.2147445275225,9.246958945202948,1.71373092483191
2000-04-23,100.901997608238,54.1933466204025,8.375619296084608,1.53420950204823
2000-04-24,104.651827132485,85.3772684411406,5.441708696592798,18.4206731576842
2000-04-25,91.0990311499642,74.5753113150963,7.220352698150862,6.50865998470232
2000-04-26,89.6239727735381,51.0515573615169,8.198570837947386,2.86540446210380
2000-04-27,95.8820799539439,63.5219602014245,7.219813972080033,4.98476261003752
2000-04-28,87.9927507397456,41.3962361540790,14.844481799878679,0.407878165068721
2000-04-29,71.4876091894274,26.8082042393941,21.485435977717998,-0.167207696017177
2000-04-30,90.7256302080373,43.4401027394199,12.46504316364502,1.80408470060343
